,Unnamed: 0,PRODUCT NAME,PRODUCT PRICE,PRODUCT RATING,URL,brand,pixels
118,118,noga kids digital camera rechargeable with 2.0 inch 1080p ips screen 32gb memory card front and rear lens child camcorder selfie camera gift for age 3-10 kids (blue),2900,3.5,https://m.media-amazon.com/images/I/51o2A5G9fQL._AC_UY218_.jpg,noga,
119,119,osaka vct880 camera tripod with bag for digital slr & video cameras load capacity 5000 grams,2200,4.2,https://m.media-amazon.com/images/I/61LhEJ1-2mL._AC_UY218_.jpg,osaka,
120,120,homgeel foldable aluminium alloy movie filming video dslr handheld grip shoulder mount stabilizer support rig kit for pentax camera camcorder dv,5889,5.0,https://m.media-amazon.com/images/I/51LA1IIKc4S._AC_UY218_.jpg,homgeel,
121,121,ugu full hd mini camera sq8 car sport camcorder motion sensor dv dvr voice video recorder night vision micro cam | spy product,1198,5.1,https://m.media-amazon.com/images/I/6137nCoO7aS._AC_UY218_.jpg,ugu,
122,122,vgrassp kids camera with self timer (with 16 gb class 10 sd card) (blue),1353,3.5,https://m.media-amazon.com/images/I/61lYwySywFL._AC_UY218_.jpg,vgrassp,
123,123,"godrej hd 4mp security camera kit, white",14715,4.1,https://m.media-amazon.com/images/I/41X17vFJncL._AC_UY218_.jpg,godrej,4.0
124,124,"godrej security solutions wired 1080p hd 2mp security camera kit, white",10399,4.2,https://m.media-amazon.com/images/I/51BMUQ8vNmL._AC_UY218_.jpg,godrej,2.0
125,125,"sony digital vlog camera zv 1 (compact, video eye af, flip screen, in-built microphone, bluetooth shooting grip, 4k vlogging camera and content creation) - black",70990,5.1,https://m.media-amazon.com/images/I/716sQB1HdPL._AC_UY218_.jpg,sony,
126,126,"sony alpha ilce-7c compact full frame camera (4k, flip screen, light weight, real time tracking, content creation) - black",151990,4.0,https://m.media-amazon.com/images/I/71x4V5wzCZL._AC_UY218_.jpg,sony,
127,127,noga kids digital camera rechargeable with 2.0 inch 1080p ips screen 32gb memory card front and rear lens child camcorder selfie camera gift for age 3-10 kids (blue),2900,4.5,https://m.media-amazon.com/images/I/51o2A5G9fQL._AC_UY218_.jpg,noga,
128,128,m & v solutions® spy mini portable spy digital hidden audio voice recorder 4gb pen drive with hd voice recording in built microphone mic dictaphone without light for home/office/car/room,1499,4.3,https://m.media-amazon.com/images/I/41swA8d9aAS._AC_UY218_.jpg,m&vsolutions®,
129,129,"technoview wireless, 1080p, 12mp, security camera with free 32gb sd card security camera (non wifi) - silver & black",2250,4.6,https://m.media-amazon.com/images/I/21ndboINJDS._AC_UY218_.jpg,technoview,12.0
130,130,"waterproof camera bag, lightweight dslr backpack, lens accessories carry case for all dslr cameras | made in india",629,1.9,https://m.media-amazon.com/images/I/519lFDUhvML._AC_UY218_.jpg,waterproof,
131,131,"hiffin® dual shoe mount l-bracket for dslr camera video lights,flash, monitors or microphones.heavy duty",499,4.6,https://m.media-amazon.com/images/I/61hSbBXrofL._AC_UY218_.jpg,hiffin®,
132,132,vgrassp kids camera with self timer (with 16 gb class 10 sd card) (blue),1353,3.9,https://m.media-amazon.com/images/I/61lYwySywFL._AC_UY218_.jpg,vgrassp,
133,133,"vilhoz kids digital camera, recorder camera 800w hd 2.0 inch screen video front camera child camera (pink)",929,4.0,https://m.media-amazon.com/images/I/314nT9u+1bL._AC_UY218_.jpg,vilhoz,
