,PRODUCT NAME,PRODUCT PRICE,PRODUCT RATING,URL,brand,star,capacity,doubledoor
126,"whirlpool 215 l 5 star inverter direct-cool single door refrigerator (230 icemagic pro prm 5s inv, sapphire flume)",19740,,https://m.media-amazon.com/images/I/61Uf1MLHruL._AC_UY218_.jpg,whirlpool,5.0,215.0,0
127,"whirlpool 340 l 3 star with inverter double door refrigerator (intellifresh inv cnv 355 3s platina, steel onyx)",36250,,https://m.media-amazon.com/images/I/71yDPWGlBxL._AC_UY218_.jpg,whirlpool,3.0,340.0,1
128,"godrej 255 l 2 star inverter frost-free double door refrigerator with jumbo vegetable tray (rf eon 255b 25 hi ry dr, royal dremin)",20980,4.0,https://m.media-amazon.com/images/I/71FxWNuC7sL._AC_UY218_.jpg,godrej,2.0,255.0,1
129,"amazon basics 335 l frost free double door refrigerator, silver",27499,3.9,https://m.media-amazon.com/images/I/51IrSQmuLgS._AC_UY218_.jpg,amazon,,335.0,1
130,"samsung 580 l inverter frost-free french door refrigerator (rf57a5032s9/tl, refined inox, convertible)",74990,,https://m.media-amazon.com/images/I/61uVsGgl1ES._AC_UY218_.jpg,samsung,,580.0,0
131,amazonbasics 564 l side-by-side door refrigerator (silver steel finish),48999,4.2,https://m.media-amazon.com/images/I/71DuofqGR8L._AC_UY218_.jpg,amazonbasics,,564.0,0
132,"kelvinator 95 litres 1 star single door refrigerator, silver grey krc-a110sgp",9598,3.8,https://m.media-amazon.com/images/I/51LMrqoDUhL._AC_UY218_.jpg,kelvinator,1.0,95.0,0
133,"whirlpool 215 l 5 star inverter direct-cool single door refrigerator (230 icemagic pro prm 5s inv, sapphire flume)",19740,,https://m.media-amazon.com/images/I/61Uf1MLHruL._AC_UY218_.jpg,whirlpool,5.0,215.0,0
134,"whirlpool 292 l 3 star inverter frost-free double door refrigerator (intellifresh inv cnv 305 3s, german steel, convertible)",30740,4.2,https://m.media-amazon.com/images/I/61axHDRB8HL._AC_UY218_.jpg,whirlpool,3.0,292.0,1
135,"hisense 185 l 2 star direct-cool single door refrigerator (r229d4asb2, silver)",11490,4.2,https://m.media-amazon.com/images/I/518+PL14SJL._AC_UY218_.jpg,hisense,2.0,185.0,0
136,"lloyd 255 l 3 star inverter direct cool single door refrigerator (gldf273ssbt2pb, stellata blue)",20089,,https://m.media-amazon.com/images/I/81ab-LHd-8S._AC_UY218_.jpg,lloyd,3.0,255.0,0
137,"whirlpool 190 l 4 star inverter direct-cool single door refrigerator (wde 205 prm 4s inv, wine radiance, inverter compressor)",14990,4.2,https://m.media-amazon.com/images/I/71JJrUbJe1L._AC_UY218_.jpg,whirlpool,4.0,190.0,0
138,bhagwati enterprise 7.5l mini car refrigerator portable thermoelectric car compact fridge freezer dc 12v travel home electric cooler and warmer durable portable cold compact fridge,2799,,https://m.media-amazon.com/images/I/41q-gwiq2jL._AC_UY218_.jpg,bhagwati,,7.0,0
139,"samsung 230 l 3 star inverter direct cool single door refrigerator(rr24t285ycr/nl, camellia purple, base stand with drawer)",18190,4.2,https://m.media-amazon.com/images/I/71L3QJqWLfL._AC_UY218_.jpg,samsung,3.0,230.0,0
140,"samsung 255 l 3 star inverter direct cool single door refrigerator(rr26t389yut/hl, pebble blue, base stand with drawer)",20390,4.2,https://m.media-amazon.com/images/I/71MgoYxgs1L._AC_UY218_.jpg,samsung,3.0,255.0,0
141,"godrej 236 l 2 star inverter frost-free double door refrigerator with jumbo vegetable tray (rf eon 236b 25 hi si st, stainless steel)",19280,4.0,https://m.media-amazon.com/images/I/61AAVzzYh5L._AC_UY218_.jpg,godrej,2.0,236.0,1
142,"godrej 265 l 3 star inverter frost-free double door refrigerator (rf eon 265c 35 rci st rh, steel rush, cool shower technology)",24480,4.2,https://m.media-amazon.com/images/I/61ns-p6whvL._AC_UY218_.jpg,godrej,3.0,265.0,1
143,"lg 235 l 4 star inverter direct-cool single door refrigerator (gl-d241aesy, ebony sheen, base stand with drawer)",20140,,https://m.media-amazon.com/images/I/61g+IHQnGML._AC_UY218_.jpg,lg,4.0,235.0,0
144,"panasonic 307 l 3 star 6-stage inverter frost-free double door refrigerator (nr-mbg31vss3, shining silver, jumbo vegetable basket)",29990,,https://m.media-amazon.com/images/I/712fKwuerML._AC_UY218_.jpg,panasonic,3.0,307.0,1
145,"haier 346 l 3 star triple inverter bottom mounted refrigerator convertible (heb-35tds, brushline silver)",35220,4.2,https://m.media-amazon.com/images/I/71yPx7MW81L._AC_UY218_.jpg,haier,3.0,346.0,0
146,"panasonic 584 l with inverter side by side refrigerator (nr-bs60vkx1, dark grey)",61990,4.2,https://m.media-amazon.com/images/I/71bRNQxKzNL._AC_UY218_.jpg,panasonic,,584.0,0
147,"amazon basics 345 l frost free double door refrigerator, silver",27799,,https://m.media-amazon.com/images/I/51E05d4Nv+L._AC_UY218_.jpg,amazon,,345.0,1
148,"whirlpool 190 l 4 star inverter direct-cool single door refrigerator (wde 205 roy 4s inv magnum steel, magnum steel)",15490,4.1,https://m.media-amazon.com/images/I/61bwj2aH3bL._AC_UY218_.jpg,whirlpool,4.0,190.0,0
149,"haier 256 l 2 star convertible bottom mounted refrigerator (heb-25tgs, moon silver)",23290,,https://m.media-amazon.com/images/I/7198VkScUdL._AC_UY218_.jpg,haier,2.0,256.0,0
150,"godrej 255 l 2 star inverter frost-free double door refrigerator with jumbo vegetable tray (rf eon 255b 25 hi ry dr, royal dremin)",20980,4.0,https://m.media-amazon.com/images/I/71FxWNuC7sL._AC_UY218_.jpg,godrej,2.0,255.0,1
151,"amazon basics 335 l frost free double door refrigerator, silver",27499,3.9,https://m.media-amazon.com/images/I/51IrSQmuLgS._AC_UY218_.jpg,amazon,,335.0,1
152,"samsung 580 l inverter frost-free french door refrigerator (rf57a5032s9/tl, refined inox, convertible)",74990,,https://m.media-amazon.com/images/I/61uVsGgl1ES._AC_UY218_.jpg,samsung,,580.0,0
153,amazonbasics 564 l side-by-side door refrigerator (silver steel finish),48999,4.2,https://m.media-amazon.com/images/I/71DuofqGR8L._AC_UY218_.jpg,amazonbasics,,564.0,0
154,"whirlpool 190 l 4 star inverter direct-cool single door refrigerator (wde 205 roy 4s inv magnum steel, magnum steel)",15490,4.1,https://m.media-amazon.com/images/I/61bwj2aH3bL._AC_UY218_.jpg,whirlpool,4.0,190.0,0
155,"samsung 225 l 5 star inverter direct cool single door refrigerator(rr23a2f3wdx/hl,luxe brown, base stand drawer, digi-touch cool)",25990,3.9,https://m.media-amazon.com/images/I/71bzju7LpdL._AC_UY218_.jpg,samsung,5.0,225.0,0
156,"whirlpool 245 l 4 star inverter direct-cool single door refrigerator (260 impro plus roy 4s inv sapphire flume, sapphire flume)",23240,3.9,https://m.media-amazon.com/images/I/51VIxFVrP5L._AC_UY218_.jpg,whirlpool,4.0,245.0,0
157,"lloyd 225 l 3 star inverter direct cool single door refrigerator (gldf243sswt2pb, stellata wine)",18189,,https://m.media-amazon.com/images/I/71bqneR+1zS._AC_UY218_.jpg,lloyd,3.0,225.0,0
158,"godrej 294 l 3 star inverter frost-free double door refrigerator (rf eon 294c 35 rci st rh, steel rush, cool shower technology)",27990,3.9,https://m.media-amazon.com/images/I/61ns-p6whvL._AC_UY218_.jpg,godrej,3.0,294.0,1
159,"haier 258 l 2 star frost free double door refrigerator(hef-25tgs, grey steel/moon silver, convertible)",22590,,https://m.media-amazon.com/images/I/51rH4uFh8vL._AC_UY218_.jpg,haier,2.0,258.0,1
160,"samsung 253l 2 star inverter frost free double door refrigerator (rt28t3122s8/hl, elegant inox, base stand with drawer)",23590,,https://m.media-amazon.com/images/I/710RMZVBSjL._AC_UY218_.jpg,samsung,2.0,253.0,1
161,"samsung 255 l 3 star inverter direct cool single door refrigerator(rr26t389yut/hl, pebble blue, base stand with drawer)",20390,4.2,https://m.media-amazon.com/images/I/71MgoYxgs1L._AC_UY218_.jpg,samsung,3.0,255.0,0
162,"godrej 236 l 2 star inverter frost-free double door refrigerator with jumbo vegetable tray (rf eon 236b 25 hi si st, stainless steel)",19280,4.0,https://m.media-amazon.com/images/I/61AAVzzYh5L._AC_UY218_.jpg,godrej,2.0,236.0,1
163,"lg 260l 3 star smart inverter frost-free double door refrigerator (gl-s292rdsx, dazzle steel, convertible)",26290,3.9,https://m.media-amazon.com/images/I/71nd0B5mhFL._AC_UY218_.jpg,lg,3.0,260.0,1
164,"samsung 198 l 5 star inverter direct-cool single door refrigerator (rr21t2h2w9u/hl, paradise blue, base stand with drawer)",18590,,https://m.media-amazon.com/images/I/81GQ59bMUZL._AC_UY218_.jpg,samsung,5.0,198.0,0
165,"samsung 275l 3 star inverter frost free double door refrigerator (rt30t3443s9/hl, refined inox)",26690,4.2,https://m.media-amazon.com/images/I/71637CM5Z1L._AC_UY218_.jpg,samsung,3.0,275.0,1
166,"godrej 255 l 2 star inverter frost-free double door refrigerator with jumbo vegetable tray (rf eon 255b 25 hi ry dr, royal dremin)",20980,4.0,https://m.media-amazon.com/images/I/71FxWNuC7sL._AC_UY218_.jpg,godrej,2.0,255.0,1
167,"haier 565 l inverter side-by-side door refrigerator (hrf-619ss, silver)",57990,,https://m.media-amazon.com/images/I/815PMvtmzjL._AC_UY218_.jpg,haier,,565.0,0
168,"samsung 198 l 5 star inverter direct-cool single door refrigerator (rr21t2h2w9r/hl, paradise purple, base stand with drawer)",18490,,https://m.media-amazon.com/images/I/81nqCiHPvRL._AC_UY218_.jpg,samsung,5.0,198.0,0
169,"hisense 566 l frost-free side-by-side refrigerator with water dispenser (rs670n4asn, stainless steel)",45999,,https://m.media-amazon.com/images/I/61QLMVoMX5L._AC_UY218_.jpg,hisense,,566.0,0
170,"samsung 275 l 3 star with inverter double door refrigerator (rt30t3743s9/hl, refined inox, convertible)",28390,,https://m.media-amazon.com/images/I/71guF5-AGQL._AC_UY218_.jpg,samsung,3.0,275.0,1
171,"godrej 255 l 2 star inverter frost-free double door refrigerator with jumbo vegetable tray (rf eon 255b 25 hi ry dr, royal dremin)",20980,4.0,https://m.media-amazon.com/images/I/71FxWNuC7sL._AC_UY218_.jpg,godrej,2.0,255.0,1
172,"amazon basics 335 l frost free double door refrigerator, silver",27499,3.9,https://m.media-amazon.com/images/I/51IrSQmuLgS._AC_UY218_.jpg,amazon,,335.0,1
173,amazonbasics 564 l side-by-side door refrigerator (silver steel finish),48999,4.2,https://m.media-amazon.com/images/I/71DuofqGR8L._AC_UY218_.jpg,amazonbasics,,564.0,0
174,amazonbasics 564 l side-by-side door refrigerator (black glass door),49699,,https://m.media-amazon.com/images/I/71fa4e1KQsL._AC_UY218_.jpg,amazonbasics,,564.0,0
175,"samsung 192 l 1 star direct cool single door refrigerator (rr19t21carh/nl, scarlet red)",12490,4.1,https://m.media-amazon.com/images/I/417nKWYCv5L._AC_UY218_.jpg,samsung,1.0,192.0,0
176,"lg 284l 3 star frost-free smart inverter double door refrigerator (gl-t302rdsx, dazzle steel, convertible with door colling+)",30990,3.9,https://m.media-amazon.com/images/I/71sFTd2PN2L._AC_UY218_.jpg,lg,3.0,284.0,1
177,"whirlpool 215 l 4 star inverter direct-cool single door refrigerator (230 impro roy 4s inv alpha steel, alpha steel)",19740,,https://m.media-amazon.com/images/I/61u8evvMqlL._AC_UY218_.jpg,whirlpool,4.0,215.0,0
178,"haier 190 l 2star direct-cool single door refrigerator (hed-19tmf, marine serenity), blue",12490,4.2,https://m.media-amazon.com/images/I/71jcUaUs3SL._AC_UY218_.jpg,haier,2.0,190.0,0
179,"samsung 345l 3 star inverter frost free double door refrigerator (rt37t4513s8/hl, elegant inox, convertible)",36290,,https://m.media-amazon.com/images/I/71pfYtV2upL._AC_UY218_.jpg,samsung,3.0,345.0,1
180,"whirlpool 215 l 3 star direct-cool single door refrigerator (230 icemagic pro roy 3s, sapphire mulia)",18480,4.2,https://m.media-amazon.com/images/I/715j2BmGiwL._AC_UY218_.jpg,whirlpool,3.0,215.0,0
181,"lg 687 l frost free inverter linear side-by-side refrigerator (gc-b247sluv, platinum silver iii, multi air flow)",84209,,https://m.media-amazon.com/images/I/51OoCS1p7DL._AC_UY218_.jpg,lg,,687.0,0
182,"lg 679 l frost free inverter linear side-by-side refrigerator (gc-b247kqdv, graphite steel, multi air flow)",75990,,https://m.media-amazon.com/images/I/61X9uquvwrL._AC_UY218_.jpg,lg,,679.0,0
183,"samsung 580 l inverter frost-free french door refrigerator (rf57a5032s9/tl, refined inox, convertible)",74990,,https://m.media-amazon.com/images/I/61uVsGgl1ES._AC_UY218_.jpg,samsung,,580.0,0
184,"samsung 255 l 3 star inverter direct cool single door refrigerator(rr26t389yut/hl, pebble blue, base stand with drawer)",20390,4.2,https://m.media-amazon.com/images/I/71MgoYxgs1L._AC_UY218_.jpg,samsung,3.0,255.0,0
185,"koryo 225 l 2 star direct-cool single door refrigerator (kdr250s3, silver)",12652,,https://m.media-amazon.com/images/I/71BQ-QCuFVL._AC_UY218_.jpg,koryo,2.0,225.0,0
186,"samsung 225 l 3 star inverter direct cool single door refrigerator (rr26a389ycu/hl, base stand with drawer, camellia blue)",23200,,https://m.media-amazon.com/images/I/61oNJohtXIL._AC_UY218_.jpg,samsung,3.0,225.0,0
187,"hisense 411 l 2 star inverter frost-free double door refrigerator (rt488n4asb2, stainless steel)",31999,4.0,https://m.media-amazon.com/images/I/51pwGjclxqL._AC_UY218_.jpg,hisense,2.0,411.0,1
188,"samsung 700 l with inverter side-by-side refrigerator (rs72r5011sl/tl, ez clean steel)",78500,4.1,https://m.media-amazon.com/images/I/51M0EcDjAyL._AC_UY218_.jpg,samsung,,700.0,0
189,"whirlpool 190 l 2 star direct-cool single door refrigerator (wde 205 cls plus 2s, twilight fiesta)",12740,4.2,https://m.media-amazon.com/images/I/81YMBjTW7-L._AC_UY218_.jpg,whirlpool,2.0,190.0,0
190,"samsung 192 l 3 star inverter direct cool single door refrigerator (rr20a1z2yu8/hl, saffron blue, base stand with drawer)",15490,4.1,https://m.media-amazon.com/images/I/71pComb+jwL._AC_UY218_.jpg,samsung,3.0,192.0,0
191,"samsung 192 l 4 star inverter direct cool single door refrigerator(rr21a2n2xrz/hl, midnight blossom red, base stand with drawer, digi touch cool, curd maestro)",18799,,https://m.media-amazon.com/images/I/71f5I8cid0L._AC_UY218_.jpg,samsung,4.0,192.0,0
192,"lg 188 l 3 star direct-cool single door refrigerator (gl-d191krgd, ruby glow, base stand with drawer)",15424,,https://m.media-amazon.com/images/I/6108FwncrRL._AC_UY218_.jpg,lg,3.0,188.0,0
193,"godrej 255 l 2 star inverter frost-free double door refrigerator with jumbo vegetable tray (rf eon 255b 25 hi ry dr, royal dremin)",20980,4.0,https://m.media-amazon.com/images/I/71FxWNuC7sL._AC_UY218_.jpg,godrej,2.0,255.0,1
194,"amazon basics 335 l frost free double door refrigerator, silver",27499,3.9,https://m.media-amazon.com/images/I/51IrSQmuLgS._AC_UY218_.jpg,amazon,,335.0,1
195,amazonbasics 564 l side-by-side door refrigerator (black glass door),49699,,https://m.media-amazon.com/images/I/71fa4e1KQsL._AC_UY218_.jpg,amazonbasics,,564.0,0
196,"amazon basics 335 l frost free double door refrigerator, silver",27499,3.9,https://m.media-amazon.com/images/I/51IrSQmuLgS._AC_UY218_.jpg,amazon,,335.0,1
197,belity portable car refrigerator freezer cooler 15l auto fridge compressor quick refrigeration home picnic icebox,47699,,https://m.media-amazon.com/images/I/51sGQOCtISL._AC_UY218_.jpg,belity,,15.0,0
198,"samsung 192 l 2 star direct cool single door refrigerator (rr20a271br8/nl, saffron red)",14300,,https://m.media-amazon.com/images/I/71qDIOf9uQL._AC_UY218_.jpg,samsung,2.0,192.0,0
199,"whirlpool 215 l 5 star inverter direct-cool single door refrigerator (230 impro prm 5s inv, sapphire abyss)",18730,4.2,https://m.media-amazon.com/images/I/618G8OQpAmL._AC_UY218_.jpg,whirlpool,5.0,215.0,0
200,amazonbasics 564 l side-by-side door refrigerator (black glass door),49699,,https://m.media-amazon.com/images/I/71fa4e1KQsL._AC_UY218_.jpg,amazonbasics,,564.0,0
201,"samsung 394 l 2 star inverter convertible frost-free double door refrigerator (rt39a5518s9/tl, refined inox)",40990,4.2,https://m.media-amazon.com/images/I/71DukhsqrBL._AC_UY218_.jpg,samsung,2.0,394.0,1
202,"amazon basics 305 l frost free double door refrigerator, silver",25499,4.1,https://m.media-amazon.com/images/I/51IrSQmuLgS._AC_UY218_.jpg,amazon,,305.0,1
203,"whirlpool 200 l 3 star direct-cool single door refrigerator (215 impro roy 3s purple mulia, purple mulia)",15500,4.2,https://m.media-amazon.com/images/I/61UVSCXyvCL._AC_UY218_.jpg,whirlpool,3.0,200.0,0
204,"samsung 580 l inverter frost-free french door refrigerator (rf57a5032s9/tl, refined inox, convertible)",74990,,https://m.media-amazon.com/images/I/61uVsGgl1ES._AC_UY218_.jpg,samsung,,580.0,0
205,"samsung 255 l 3 star inverter direct cool single door refrigerator(rr26t389yut/hl, pebble blue, base stand with drawer)",20390,4.2,https://m.media-amazon.com/images/I/71MgoYxgs1L._AC_UY218_.jpg,samsung,3.0,255.0,0
206,"whirlpool 292 l 3 star inverter frost-free double door refrigerator (intellifresh inv cnv 305 3s, black sparkle, convertible)",30740,4.2,https://m.media-amazon.com/images/I/71PpAFGSYyL._AC_UY218_.jpg,whirlpool,3.0,292.0,1
207,"whirlpool 260 l frost free multi-door refrigerator(fp 283d protton roy, alpha steel)",27480,,https://m.media-amazon.com/images/I/81FXw1saQxL._AC_UY218_.jpg,whirlpool,,260.0,0
208,"whirlpool 190 l 3 star direct-cool single door refrigerator (wde 205 roy 3s wine twinkle, wine twinkle)",14240,,https://m.media-amazon.com/images/I/51foMBFGt2L._AC_UY218_.jpg,whirlpool,3.0,190.0,0
209,"samsung 192 l 4 star inverter direct cool single door refrigerator(rr21a2m2xuz/hl, midnight blossom blue, digi touch cool, curd maestro)",17899,,https://m.media-amazon.com/images/I/71WrtaIXKOL._AC_UY218_.jpg,samsung,4.0,192.0,0
210,"samsung 192 l 3 star direct-cool single door refrigerator (rr20r1y2ys8/hl, elegant inox)",14350,4.1,https://m.media-amazon.com/images/I/81ykI2JewmL._AC_UY218_.jpg,samsung,3.0,192.0,0
211,"godrej 190 l 3 star direct-cool single door refrigerator (rd 1903 ptd 33 gl bl, glass blue, base stand with drawer, large vegetable tray)",13990,4.0,https://m.media-amazon.com/images/I/71jkd+KEVBL._AC_UY218_.jpg,godrej,3.0,190.0,0
212,"godrej 255 l 2 star inverter frost-free double door refrigerator with jumbo vegetable tray (rf eon 255b 25 hi ry dr, royal dremin)",20980,4.0,https://m.media-amazon.com/images/I/71FxWNuC7sL._AC_UY218_.jpg,godrej,2.0,255.0,1
213,amazonbasics 564 l side-by-side door refrigerator (silver steel finish),48999,4.2,https://m.media-amazon.com/images/I/71DuofqGR8L._AC_UY218_.jpg,amazonbasics,,564.0,0
214,amazonbasics 564 l side-by-side door refrigerator (silver steel finish),48999,4.2,https://m.media-amazon.com/images/I/71DuofqGR8L._AC_UY218_.jpg,amazonbasics,,564.0,0
215,"amazon basics 335 l frost free double door refrigerator, silver",27499,3.9,https://m.media-amazon.com/images/I/51IrSQmuLgS._AC_UY218_.jpg,amazon,,335.0,1
216,"haier 242 l 3star inverter direct-cool single door refrigerator (hed-24tks, black brushline)",17590,4.1,https://m.media-amazon.com/images/I/71l3PQ5G5OL._AC_UY218_.jpg,haier,3.0,242.0,0
217,"whirlpool 300 l frost-free multi-door refrigerator (fp 313d protton roy, steel onyx)",31480,,https://m.media-amazon.com/images/I/71jTFHSYf9L._AC_UY218_.jpg,whirlpool,,300.0,0
218,"whirlpool 330 l frost free multi-door refrigerator(fp 343d protton roy, alpha steel)",34990,4.0,https://m.media-amazon.com/images/I/81CGYQ5PyNL._AC_UY218_.jpg,whirlpool,,330.0,0
219,"car refrigerator, dual mode temperature control car refrigerator cooler, cooler warmer 7.5l multifunctional household for camping traveling",7619,,https://m.media-amazon.com/images/I/51wgFAtfGpS._AC_UY218_.jpg,,,7.0,0
220,"lg 215l 5 star direct-cool smart inverter single door refrigerator (gl-d221asvz, scarlet victoria, base stand with drawer)",21071,,https://m.media-amazon.com/images/I/71tyt9XWAyL._AC_UY218_.jpg,lg,5.0,215.0,0
221,"godrej 251 l 3 star inverter direct -cool single door refrigerator with jumbo vegetable tray (rd edgesx 266c 33 tai gl wn, glass wine)",17790,,https://m.media-amazon.com/images/I/61yrgY-++MS._AC_UY218_.jpg,godrej,3.0,251.0,0
222,"haier 195 l 3star direct-cool single door refrigerator (hed-20tmf,marine serenity)",14190,4.2,https://m.media-amazon.com/images/I/61V2MESl5qS._AC_UY218_.jpg,haier,3.0,195.0,0
223,"godrej 215 l 4 star inverter direct-cool single door refrigerator (rd uno 2154 ptdi aq bl, aqua blue, base stand with drawer, cool lock technology)",17490,,https://m.media-amazon.com/images/I/51rPtiNhvSS._AC_UY218_.jpg,godrej,4.0,215.0,0
224,"samsung 580 l inverter frost-free french door refrigerator (rf57a5032s9/tl, refined inox, convertible)",74990,,https://m.media-amazon.com/images/I/61uVsGgl1ES._AC_UY218_.jpg,samsung,,580.0,0
225,"samsung 255 l 3 star inverter direct cool single door refrigerator(rr26t389yut/hl, pebble blue, base stand with drawer)",20390,4.2,https://m.media-amazon.com/images/I/71MgoYxgs1L._AC_UY218_.jpg,samsung,3.0,255.0,0
226,"whirlpool 440 l 3 star inverter frost-free double door refrigerator (intellifresh inv cnv 455 3s, alpha steel, convertible)",48474,4.2,https://m.media-amazon.com/images/I/71XZAtsDFRL._AC_UY218_.jpg,whirlpool,3.0,440.0,1
227,amazonbasics 564 l side-by-side door refrigerator (silver steel finish),48999,4.2,https://m.media-amazon.com/images/I/71DuofqGR8L._AC_UY218_.jpg,amazonbasics,,564.0,0
228,amazonbasics 411l 2 star frost-free double door refrigerator,34499,,https://m.media-amazon.com/images/I/61zgoZDBa5L._AC_UY218_.jpg,amazonbasics,2.0,411.0,1
229,"whirlpool 292 l 2 star frost-free double door refrigerator (neofresh gd prm 305 2s, crystal black, glass door)",28096,,https://m.media-amazon.com/images/I/81afSsSwiXL._AC_UY218_.jpg,whirlpool,2.0,292.0,1
230,"samsung 670 l 2 star ( 2019 ) frost free double door refrigerator(rt65k7058bs/tl, black inox, convertible, inverter compressor)",72200,4.2,https://m.media-amazon.com/images/I/61XCyt5veeL._AC_UY218_.jpg,samsung,2.0,670.0,1
231,av freezer door compatible for samsung ra19bdts1/xtl single doors 190 l refrigerator (clear),599,3.8,https://m.media-amazon.com/images/I/51QR8s+QmfL._AC_UY218_.jpg,av,,19.0,0
232,"lloyd 587 l inverter frost free side by side refrigerator (glsf590dglt1lb, gold glass)",60990,,https://m.media-amazon.com/images/I/5110QDGu6GS._AC_UY218_.jpg,lloyd,,587.0,0
233,"godrej 255 l 2 star inverter frost-free double door refrigerator with jumbo vegetable tray (rf eon 255b 25 hi ry dr, royal dremin)",20980,4.0,https://m.media-amazon.com/images/I/71FxWNuC7sL._AC_UY218_.jpg,godrej,2.0,255.0,1
234,amazonbasics 564 l side-by-side door refrigerator (black glass door),49699,,https://m.media-amazon.com/images/I/71fa4e1KQsL._AC_UY218_.jpg,amazonbasics,,564.0,0
235,amazonbasics 564 l side-by-side door refrigerator (silver steel finish),48999,4.2,https://m.media-amazon.com/images/I/71DuofqGR8L._AC_UY218_.jpg,amazonbasics,,564.0,0
236,"amazon basics 335 l frost free double door refrigerator, silver",27499,3.9,https://m.media-amazon.com/images/I/51IrSQmuLgS._AC_UY218_.jpg,amazon,,335.0,1
237,"amazonbasics 670 l french door refrigerator (silver, triple cooling zone, convertible)",70999,3.8,https://m.media-amazon.com/images/I/61TDcCsF9CL._AC_UY218_.jpg,amazonbasics,,670.0,0
238,"whirlpool 200 l 3 star single door refrigerator (215 icemagic pro roy 3s, cool illusia steel)",15450,4.0,https://m.media-amazon.com/images/I/61u8evvMqlL._AC_UY218_.jpg,whirlpool,3.0,200.0,0
239,"whirlpool 200 l 3 star single door refrigerator (215 impro roy 3s neo dutch, neo dutch)",16941,4.2,https://m.media-amazon.com/images/I/61TjA0QNqWL._AC_UY218_.jpg,whirlpool,3.0,200.0,0
240,"voltas beko voltas beko 563l inverter frost free side by side refrigerator (inox, rsb585xpe)",68000,,https://m.media-amazon.com/images/I/41MySqUwvSL._AC_UY218_.jpg,voltas,,563.0,0
241,"lloyd 225 l 3 star inverter direct cool single door refrigerator (gldf243ssbt2pb, stellata blue)",18189,,https://m.media-amazon.com/images/I/81ab-LHd-8S._AC_UY218_.jpg,lloyd,3.0,225.0,0
242,"samsung 244 l 3 star frost-free double door refrigerator (rt28t3a336w/hl, mystic overlay white)",29800,3.9,https://m.media-amazon.com/images/I/71Arh9XIGzL._AC_UY218_.jpg,samsung,3.0,244.0,1
243,"whirlpool 500 l 3 star inverter frost-free double door refrigerator (intellifresh inv cnv 515 3s, steel onyx, convertible)",51290,,https://m.media-amazon.com/images/I/51qFDOAyqWL._AC_UY218_.jpg,whirlpool,3.0,500.0,1
244,"samsung 580 l inverter frost-free french door refrigerator (rf57a5032s9/tl, refined inox, convertible)",74990,,https://m.media-amazon.com/images/I/61uVsGgl1ES._AC_UY218_.jpg,samsung,,580.0,0
245,"samsung 255 l 3 star inverter direct cool single door refrigerator(rr26t389yut/hl, pebble blue, base stand with drawer)",20390,4.2,https://m.media-amazon.com/images/I/71MgoYxgs1L._AC_UY218_.jpg,samsung,3.0,255.0,0
246,"whirlpool 500 l 3 star inverter frost-free double door refrigerator (intellifresh inv cnv 515 3s, alpha steel, convertible)",54999,3.9,https://m.media-amazon.com/images/I/51zZYouOxXL._AC_UY218_.jpg,whirlpool,3.0,500.0,1
247,pekdi portable 10l car refrigerator ice bucket mini fridge cooler and warmer picnic icebox for skincare snacks cans home and travel,10199,,https://m.media-amazon.com/images/I/51LREFPUc7S._AC_UY218_.jpg,pekdi,,10.0,0
248,"godrej 255 l 3 star inverter direct-cool single door refrigerator (rd edgeduo 270c 33 tdi jd pr, jade purple, base stand with drawer, separate vegetable box)",20490,3.9,https://m.media-amazon.com/images/I/41Vtj4WhSPL._AC_UY218_.jpg,godrej,3.0,255.0,0
249,"haier 258 l 3 star inverter frost-free double door refrigerator (hef-25tds, dazzle steel, convertible)",23790,,https://m.media-amazon.com/images/I/616nhDl2o8L._AC_UY218_.jpg,haier,3.0,258.0,1
250,"lg 215l 5 star inverter direct-cool single door refrigerator (gl-b221ascz, scarlet charm, fastest ice making)",19900,4.1,https://m.media-amazon.com/images/I/716PBP4pfeL._AC_UY218_.jpg,lg,5.0,215.0,0
251,"leonard usa 115 l inverter double door mini refrigerator / small fridge with separate deep freezer compartment & interior light for home, office or bar (based on american technology) (leusaddrefuf, black & silver, double door)",16980,4.2,https://m.media-amazon.com/images/I/71A+zv1sxhL._AC_UY218_.jpg,leonard,,115.0,1
252,"samsung 192 l 2 star direct cool single door refrigerator (rr19a2y2b6r/nl, mystic overlay red)",14190,,https://m.media-amazon.com/images/I/81qDVSj82gL._AC_UY218_.jpg,samsung,2.0,192.0,0
253,"lg 437 l 2 star frost-free smart inverter double door refrigerator (gl-t432apzy, shiny steel, convertible with door cooling+)",45898,,https://m.media-amazon.com/images/I/5108FS+7Y9L._AC_UY218_.jpg,lg,2.0,437.0,1
254,"godrej 255 l 2 star inverter frost-free double door refrigerator with jumbo vegetable tray (rf eon 255b 25 hi ry dr, royal dremin)",20980,4.0,https://m.media-amazon.com/images/I/71FxWNuC7sL._AC_UY218_.jpg,godrej,2.0,255.0,1
255,amazonbasics 564 l side-by-side door refrigerator (black glass door),49699,,https://m.media-amazon.com/images/I/71fa4e1KQsL._AC_UY218_.jpg,amazonbasics,,564.0,0
