,PRODUCT NAME,PRODUCT PRICE,PRODUCT RATING,URL,brand,processor,ssd,hdd,ram,graphic_card
10,"avita essential refresh ne14a2inc44a-mw 14-inch/35.56 cm(intel celeron-n4020/4gb/256gb ssd/windows 10 home/fhd/integrated graphics), matt white",25800, ,https://m.media-amazon.com/images/I/51Y8qwwe94S._AC_UY218_.jpg,AVITA,intel celeron,256.0,0.0,4,intel integrated
11,"hp 15 (2021) amd ryzen 3-3250 8 gb ram, 1tb hdd + 256gb ssd, 15.6 inches fhd screen, windows 10, ms office thin & light laptop, 1.82kg (15s-gr0012au)",42499,4.2,https://m.media-amazon.com/images/I/71SMr4ZGf1L._AC_UY218_.jpg,HP,ryzen 3,256.0,1024.0,8,intel integrated
12,"dell inspiron 3501 15.6"" fhd display laptop (i5-1135g7 / 8gb / 1tb hdd + 256gb ssd / integrated graphics / win10 + mso / backlit kb / soft mint color) d560559win9s",59290,4.0,https://m.media-amazon.com/images/I/61zbf9g+VDS._AC_UY218_.jpg,Dell,intel i5,256.0,1024.0,8,intel integrated
13,"hp 14 ryzen 5 3500u 14-inch(35.6 cm) fhd thin & light laptop(8gb ram/256gb ssd + 1tb hd/windows 10/ms office/natural silver/1.47 kg), 14s-dk0501au",47990, ,https://m.media-amazon.com/images/I/81w4VMSLLzL._AC_UY218_.jpg,HP,ryzen 5,256.0,0.0,8,intel integrated
14,acer aspire 5 intel core i3 11th generation 14-inch (35.56 cms) thin and light laptop - (4 gb/256 gb ssd/windows 10 home/intel uhd graphics /1.55kg/silver) a514-54,36990, ,https://m.media-amazon.com/images/I/71euQ6eHPYL._AC_UY218_.jpg,Acer,intel i3,256.0,0.0,4,intel integrated
15,mi notebook pro qhd+ ips anti glare display intel core i5-11300h 11th gen 14-inch(35.56 cms) thin and light laptop (8gb/512gb ssd/iris xe graphics/win 10/backlit kb/fingerprint sensor/1.4 kg),56999,4.2,https://m.media-amazon.com/images/I/71iiXU7HHkL._AC_UY218_.jpg,Mi,intel i5,512.0,0.0,8,iris xe
16,"hp pavilion 14 11th gen intel core i5 14-inch (35.5 cms) thin & light fhd laptop (8gb/512gb ssd/windows 10/ms office/natural silver/1.41 kg), 14-dv0543tu",62990, ,https://m.media-amazon.com/images/I/61vQNqvHpTL._AC_UY218_.jpg,HP,intel i5,512.0,0.0,8,intel integrated
17,"lenovo ideapad slim 3 10th gen intel core i3 15.6"" (39.63cm) fhd thin & light laptop (8gb/1tb hdd/windows 10/ms office/intel uhd graphics/2 year warranty/platinum grey/1.7kg), 81wb015gin",39990,4.0,https://m.media-amazon.com/images/I/61Dw5Z8LzJL._AC_UY218_.jpg,Lenovo,intel i3,0.0,1024.0,8,intel integrated
18,"lenovo ideapad slim 3 10th gen intel core i3 15.6"" (39.63cm) fhd thin & light laptop (4gb/256gb ssd/windows 10/ms office/intel uhd graphics/2 year warranty/platinum grey/1.7kg), 81wb0158in",37852,4.0,https://m.media-amazon.com/images/I/61Dw5Z8LzJL._AC_UY218_.jpg,Lenovo,intel i3,256.0,0.0,4,intel integrated
19,acer aspire 5 intel core i3 11th generation 15.6 inches business notebook computer (4 gb/256 gb ssd/ms office 2019/windows 10 home/uhd graphics/1.65kg/silver) a515-56,42490, ,https://m.media-amazon.com/images/I/71WbatK7HVL._AC_UY218_.jpg,Acer,intel i3,256.0,0.0,4,intel integrated
20,"hp 14 (2021) intel 11th gen core i3 14 inches fhd screen thin & light laptop, 8 gb ram, 256gb ssd, windows 10, ms office, built-in alexa, 1.47kg (14s-dy2500tu)",41490,4.2,https://m.media-amazon.com/images/I/71CiYVzgJsL._AC_UY218_.jpg,HP,intel i3,256.0,0.0,8,intel integrated
21,"hp 15 11th gen intel core i3 processor 15.6 inches fhd laptop, 8gb/256gb ssd/windows 10/ms office/integrated graphics (jet black/1.69 kg), 15s-fq2075tu",47300,4.1,https://m.media-amazon.com/images/I/71fvR6NCIFL._AC_UY218_.jpg,HP,intel i3,256.0,0.0,8,intel integrated
22,"lenovo ideapad s540 11th gen intel core i7 13.3"" qhd ips thin & light laptop (16gb/512gb ssd/windows 10/ms office 2019/intel iris xe graphics/iron grey/1.28kg), 82h1002cin",77990, ,https://m.media-amazon.com/images/I/71QgqHIw7dL._AC_UY218_.jpg,Lenovo,intel i7,512.0,0.0,16,iris xe
23,"avita cosmos 2 in 1 celeron dual core - (4 gb/64 gb emmc storage/windows 10 home) ns12t5in025p 2 in 1 laptop (11.6 inch, charcoal grey, 1.327 kg)",18980,4.0,https://m.media-amazon.com/images/I/4163FcZNBDL._AC_UY218_.jpg,Avita,intel celeron,0.0,0.0,4,
24,"lenovo ideapad slim 3 2021 11th gen intel core i3 15.6 fhd thin & light laptop (8gb/256gb ssd/windows 10/ms office/2 year warranty/arctic grey/1.65kg), 82h801cuin",42290,4.0,https://m.media-amazon.com/images/I/61q6x-ll5FL._AC_UY218_.jpg,Lenovo,intel i3,256.0,0.0,8,intel integrated
25,"asus vivobook 15 (2020) 15.6-inch (39.62 cms) fhd, intel core i3-10110u 10th gen, thin and light laptop (4gb/1tb hdd/office 2019/windows 10/integrated graphics/silver/1.9 kg), x509fa-ej311ts",35990, ,https://m.media-amazon.com/images/I/81bRmH5QmqL._AC_UY218_.jpg,ASUS,intel i3,0.0,1024.0,4,intel integrated
26,"lenovo ideapad slim 3 amd ryzen 3 3250u 15.6"" (39.62cm) hd ag thin & light laptop (8gb/256gb ssd/windows 10/radeon graphics/ms office/platinum grey/1.85kg), 81w101qyin",36990,4.2,https://m.media-amazon.com/images/I/61Dw5Z8LzJL._AC_UY218_.jpg,Lenovo,ryzen 3,256.0,0.0,8,amd radeon
27,"dell 15 (2021) athlon silver 3050u laptop, 4gb, 256gb ssd, win 10 + ms office, 15.6"" (39.61 cms) fhd display, radeon graphics, soft mint color (inspiron 3505, d560613win9se)",31598, ,https://m.media-amazon.com/images/I/51TACuT6SNL._AC_UY218_.jpg,Dell,others,256.0,0.0,4,amd radeon
28,"lenovo ideapad slim 3 intel celeron n4020 15.6"" (39.62cm) hd thin & light laptop (4gb/256 gb ssd/windows 10/ms office/platinum grey / 1.7 kg), 81wq0099in",29990, ,https://m.media-amazon.com/images/I/61Dw5Z8LzJL._AC_UY218_.jpg,Lenovo,intel celeron,256.0,0.0,4,intel integrated
29,"lenovo ideapad slim 3 2021 11th gen intel core i3 15.6 fhd thin & light laptop (8gb/256gb ssd/windows 10/ms office/2 year warranty/arctic grey/1.65kg), 82h801cuin",42290,4.0,https://m.media-amazon.com/images/I/61q6x-ll5FL._AC_UY218_.jpg,Lenovo,intel i3,256.0,0.0,8,intel integrated
30,"hp chromebook x360 14-inch (35.56 cms) thin & light touchscreen laptop (amd 3015ce/4gb/64gb emmc storage/chrome os/mineral silver/1.49 kg), 14a-cb0007au",30990,3.8,https://m.media-amazon.com/images/I/81hoonPUdxL._AC_UY218_.jpg,HP,others,0.0,0.0,4,rtx 3060
31,"lenovo ideapad slim 3 10th gen intel core i3 15.6"" (39.62cm) fhd thin & light laptop (4gb/256 gb ssd/uhd graphics/windows 10/ms office/platinum grey/1.7kg), 81wb0112in",37990, ,https://m.media-amazon.com/images/I/61Dw5Z8LzJL._AC_UY218_.jpg,Lenovo,intel i3,256.0,0.0,4,intel integrated
32,"lenovo ideapad slim 3 10th gen intel core i3 15.6"" (39.63cm) fhd thin & light laptop (4gb/256gb ssd/windows 10/ms office/intel uhd graphics/2 year warranty/platinum grey/1.7kg), 81wb0158in",37852,4.0,https://m.media-amazon.com/images/I/61Dw5Z8LzJL._AC_UY218_.jpg,Lenovo,intel i3,256.0,0.0,4,intel integrated
33,"hp chromebook x360 14-inch (35.56 cms) thin & light touchscreen laptop (amd 3015ce/4gb/64gb emmc storage/chrome os/forest teal/1.49 kg), 14a-cb0005au",30990,3.8,https://m.media-amazon.com/images/I/81hoonPUdxL._AC_UY218_.jpg,HP,others,0.0,0.0,4,rtx 3060
34,(renewed) lenovo thinkpad 14 inch (35.56 cm) hd laptop (i5 2nd gen/8 gb ram/500 gb hdd/wifi/bluetooth/windows 10 pro/ms office/webcam/integrated graphics),26999, ,https://m.media-amazon.com/images/I/61GYsZRn68L._AC_UY218_.jpg,(Renewed),intel i5,0.0,500.0,8,intel integrated
35,"dell 14 (2021) i3-1115g4 laptop, 8gb, 256gb ssd, win 10 + ms office, integrated graphics, 14.0"" (35.56 cms) fhd display, dune color (vostro 3400, d552201win9de)",44772, ,https://m.media-amazon.com/images/I/51CEknIIHcL._AC_UY218_.jpg,Dell,intel i3,256.0,0.0,8,intel integrated
36,"lenovo thinkbook 15 intel 11th gen core i7 15.6"" (39.62 cm) fhd ips 300 nits antiglare 100% srgb thin and light laptop (16gb/512gb ssd/windows 10/ms office/mineral grey/1.7 kg), 20ve00juin",101264, ,https://m.media-amazon.com/images/I/41vD-LsNSaL._AC_UY218_.jpg,Lenovo,intel i7,512.0,0.0,8,intel integrated
37,"hp pavilion gaming 4th gen ryzen 5 processor 15.6-inch fhd gaming laptop (8gb/512gb ssd/windows 10/nvidia gtx 1650 4gb/shadow black), 15-ec1105ax",71999, ,https://m.media-amazon.com/images/I/71VlaIUD10L._AC_UY218_.jpg,HP,ryzen 5,512.0,0.0,8,gtx1650
38,(renewed) lenovo thinkpad 14 inch (35.56 cm) hd laptop (i3 7th gen/8 gb ddr4 ram/256 gb ssd/wifi/bluetooth 4.0/windows 10 pro/usb 3.0/ms office/webcam/integrated graphics/thin and light laptop),32999, ,https://m.media-amazon.com/images/I/51VGvM4qEwL._AC_UY218_.jpg,(Renewed),intel i3,256.0,0.0,8,intel integrated
39,"hp pavilion (2021) intel 11th gen core i5 14 inches fhd screen thin & light laptop, 16gb ram, 512gb ssd, iris xe graphics, windows 10, ms office, backlit keyboard, 1.41kg, natural silver (14-dv0054tu)",66990, ,https://m.media-amazon.com/images/I/71hmqIQJFdL._AC_UY218_.jpg,HP,intel i5,512.0,0.0,16,iris xe
40,"acer swift 5 14"" (35.56cms) full hd ips display with touchscreen ultra thin and light notebook (intel i7 - 11th gen/16gb ram/1tb ssd/win10/intel iris xe graphics/1.05 kg/mist green), sf514-55ta",94999, ,https://m.media-amazon.com/images/I/71dO8-0q0eL._AC_UY218_.jpg,Acer,intel i7,1024.0,0.0,16,iris xe
41,"hp 14 ultra thin & light 14"" (35.56cms) laptop (10th gen i3-1005g1/8gb/256gb ssd/win 10 home/ms office/1.47 kg/jet black), 14s-cf3074tu",38999,4.2,https://m.media-amazon.com/images/I/81MEmcBaxVL._AC_UY218_.jpg,HP,intel i3,256.0,0.0,8,intel integrated
42,"hp 14 (2021) 11th gen intel core i3 laptop with alexa built-in, 8gb ram, 256gb ssd, 14-inch (35.6 cm) fhd screen, windows 10, ms office, (14s- dy2501tu)",41890,4.2,https://m.media-amazon.com/images/I/71bJqS8ZLTL._AC_UY218_.jpg,HP,intel i3,256.0,0.0,8,intel integrated
43,"lenovo v15 amd 15.6-inch (39.6 cm) fhd thin and light laptop (amd athlon gold 3150u/ 4gb ram/ 1tb hdd/ windows 10 home/integrated amd radeon graphics/ iron grey), 82c700jeih",31249, ,https://m.media-amazon.com/images/I/71iISjw6lrS._AC_UY218_.jpg,Lenovo,amd athlon,0.0,1024.0,4,amd radeon
44,lenovo v14 amd ryzen 3 3250u 14.1-inch hd laptop (8gb/1tb/windows 10/amd radeon graphics/grey/1.85kg),35999, ,https://m.media-amazon.com/images/I/51fxSsdY1KL._AC_UY218_.jpg,Lenovo,ryzen 3,0.0,0.0,8,amd radeon
45,"dell vostro 3400 14"" fhd display laptop (i3-1115g4 / 8gb / 256gb ssd / integrated graphics / win10 + mso / black) d552190win9be",43239, ,https://m.media-amazon.com/images/I/51IsQHLroNL._AC_UY218_.jpg,Dell,intel i3,256.0,0.0,8,intel integrated
46,"asus chromebook flip celeron dual core - (4 gb/64 gb emmc storage/chrome os) c214ma-bu0452 2 in 1 laptop (11.6 inch, dark grey, 1.20 kg)",24999, ,https://m.media-amazon.com/images/I/41XuMF92kzL._AC_UY218_.jpg,ASUS,intel celeron,0.0,0.0,4,
47,"lenovo v15 (2021) intel core i3 10th gen 15.6"" fhd thin and light laptop (4gb ram/ 256gb ssd/ windows 10 home/ iron grey/ 1.85 kg), 82c500xxih",39980, ,https://m.media-amazon.com/images/I/71G2ma3U0rS._AC_UY218_.jpg,Lenovo,intel i3,256.0,0.0,4,intel integrated
48,"lenovo ideapad slim 3 2021 intel core i5 11th gen 14"" (35.56cm) fhd ips thin & light laptop (8gb/512gb ssd/windows 10/ms office/backlit/fingerprint reader/2 yr warranty/arctic grey/1.41kg), 82h700ktin",59990, ,https://m.media-amazon.com/images/I/61XJ6xrICAL._AC_UY218_.jpg,Lenovo,intel i5,512.0,0.0,8,intel integrated
49,"lenovo ideapad slim 3 10th gen intel core i3 15.6"" (39.63cm) fhd thin & light laptop (8gb/1tb hdd/windows 10/ms office/intel uhd graphics/2 year warranty/platinum grey/1.7kg), 81wb015jin",39990,3.9,https://m.media-amazon.com/images/I/61Dw5Z8LzJL._AC_UY218_.jpg,Lenovo,intel i3,0.0,1024.0,8,intel integrated
50,mi notebook ultra 3k resolution display intel core i7-11370h 11th gen 15.6-inch(39.62 cms) thin and light laptop (16gb/512gb ssd/iris xe graphics/win 10/ms office/backlit kb/fingerprint sensor/1.7kg),76999,4.2,https://m.media-amazon.com/images/I/81RHHnGydgL._AC_UY218_.jpg,Mi,intel i7,512.0,0.0,16,iris xe
51,"acer aspire 5 amd ryzen 5 5500u processor 15.6"" (39.62 cms) - (8 gb/512 gb ssd/windows 10 home/amd radeon graphics /microsoft office 2019/1.76kg/silver) a515-45",59990, ,https://m.media-amazon.com/images/I/71WbatK7HVL._AC_UY218_.jpg,Acer,ryzen 5,512.0,0.0,8,amd radeon
52,"hp 15 11th gen intel core i3 processor 15.6 inches fhd laptop, 8gb/512gb ssd/windows 10/ms office/integrated graphics (natural silver/1.69 kg), 15s-fr2006tu",46999,4.2,https://m.media-amazon.com/images/I/71uOkXZyteL._AC_UY218_.jpg,HP,intel i3,512.0,0.0,8,intel integrated
53,"avita essential refresh ne14a2inc43a-mb 14-inch/35.56 cm(intel celeron-n4020/4gb/128gb ssd/windows 10 home/fhd/integrated graphics), matt black",23490,4.0,https://m.media-amazon.com/images/I/61YdFkoR9dL._AC_UY218_.jpg,AVITA,intel celeron,128.0,0.0,4,intel integrated
54,"asus vivobook 14 (2020), intel core i3-1005g1 10th gen, 14-inch (35.56 cm) fhd, thin and light laptop (4gb/256gb ssd/office 2019/windows 10/integrated graphics/silver/1.6 kg), x415ja-eb312ts",36990,4.1,https://m.media-amazon.com/images/I/71WuDXpTAlL._AC_UY218_.jpg,ASUS,intel i3,256.0,0.0,4,intel integrated
55,"avita essential refresh ne14a2inc44a-mw 14-inch/35.56 cm(intel celeron-n4020/4gb/256gb ssd/windows 10 home/fhd/integrated graphics), matt white",25800, ,https://m.media-amazon.com/images/I/51Y8qwwe94S._AC_UY218_.jpg,AVITA,intel celeron,256.0,0.0,4,intel integrated
56,"lenovo ideapad slim 3 2021 11th gen intel core i3 15.6"" (39.62cm) fhd ips thin & light laptop (8gb/512gb ssd/windows 10/ms office/2 year warranty/arctic grey/1.65kg), 82h801fkin",45490, ,https://m.media-amazon.com/images/I/61q6x-ll5FL._AC_UY218_.jpg,Lenovo,intel i3,512.0,0.0,8,intel integrated
57,dell inspiron 3501 15.6 inch(39.6 cm) fhd display laptop (11th gen i3-1115g4/ 8gb / 1 tb hdd/ integrated graphics/ win 10 + mso/ soft mint color) d560424win9s,42820, ,https://m.media-amazon.com/images/I/51Yre3zNXIS._AC_UY218_.jpg,Dell,intel i3,0.0,1024.0,8,intel integrated
58,"hp 14 ryzen 5 5500u 14-inch(35.6 cm) fhd laptop with alexa built-in(8gb/512gb ssd/win 10/ms office/natural silver/1.46kg), 14s-fq1030au + wired mouse + microsoft 365 personal 12-month subscription",54790, ,https://m.media-amazon.com/images/I/61af2Lic9CL._AC_UY218_.jpg,HP,ryzen 5,512.0,0.0,8,intel integrated
59,"avita essential ne14a2inc433-cr intel 14 inches business laptop (celeron n4000/4gb/128gb ssd/window 10 home in s mode/integrated graphics/1.37kg), concrete grey",23575,3.9,https://m.media-amazon.com/images/I/61NsZ6UrfPL._AC_UY218_.jpg,AVITA,intel celeron,128.0,0.0,4,intel integrated
60,"lenovo ideapad slim 3 2021 11th gen intel core i3 15.6"" (39.62cm) fhd thin & light laptop (8gb/512gb ssd/windows 10/ms office/2 year warranty/arctic grey/1.65kg), 82h800u5in",44490,4.1,https://m.media-amazon.com/images/I/61q6x-ll5FL._AC_UY218_.jpg,Lenovo,intel i3,512.0,0.0,8,intel integrated
61,"hp 15 11th gen intel core i5 processor 15.6 inches fhd gaming laptop with alexa built-in, 8gb/512gb ssd/windows 10/2gb mx350 graphics (natural silver/1.75kg), 15s-dr3500tx",64990,4.2,https://m.media-amazon.com/images/I/81pG0gZywML._AC_UY218_.jpg,HP,intel i5,512.0,0.0,8,mx350
62,"hp chromebook x360 14-inch (35.56 cms) thin & light touchscreen laptop (amd 3015ce/4gb/64gb emmc storage/chrome os/forest teal/1.49 kg), 14a-cb0005au",30990,3.8,https://m.media-amazon.com/images/I/81hoonPUdxL._AC_UY218_.jpg,HP,others,0.0,0.0,4,rtx 3060
63,"hp 14 ryzen 5 5500u 14-inch(35.6 cm) fhd laptop with alexa built-in(8gb/512gb ssd/windows 10/ms office/natural silver/1.46kg), 14s-fq1030au",51390, ,https://m.media-amazon.com/images/I/712lajO8VaL._AC_UY218_.jpg,HP,ryzen 5,512.0,0.0,8,
64,"hp pavilion (2021) thin & light 11th gen core i5 laptop, 16 gb ram, 512gb ssd, iris xe graphics, 14-inch (35.56 cms) fhd screen, win 10, ms office, backlit keyboard, tranquil pink (14-dv0055tu)",65990, ,https://m.media-amazon.com/images/I/714BFdYddES._AC_UY218_.jpg,HP,intel i5,512.0,0.0,16,iris xe
65,"(renewed) hp chromebook x360 14-inch (35.56 cms) thin & light touchscreen laptop (amd 3015ce/4gb/64gb emmc storage/chrome os/forest teal/1.49 kg), 14a-cb0005au",26342, ,https://m.media-amazon.com/images/I/81c8tO4ibAL._AC_UY218_.jpg,(Renewed),others,0.0,0.0,4,rtx 3060
66,"lenovo ideapad slim 3 2021 11th gen intel core i3 15.6"" (39.62cm) fhd thin & light laptop (8gb/256gb ssd/dos/2 year warranty/arctic grey/1.65kg), 82h801dhin",37990, ,https://m.media-amazon.com/images/I/61qiDY-HIgL._AC_UY218_.jpg,Lenovo,intel i3,256.0,0.0,8,intel integrated
67,"lenovo ideapad slim 3 10th gen intel core i3 15.6"" (39.62cm) fhd thin & light laptop (8gb/256 gb ssd/uhd graphics/windows 10/ms office/platinum grey/1.7kg), 81wb012din",39990,4.2,https://m.media-amazon.com/images/I/61Dw5Z8LzJL._AC_UY218_.jpg,Lenovo,intel i3,256.0,0.0,8,intel integrated
68,(renewed) lenovo thinkpad 14 inch (35.56 cm) hd laptop (i3 7th gen/8 gb ddr4 ram/1 tb hdd/wifi/bluetooth 4.0/windows 10 pro/usb 3.0/ms office/webcam/integrated graphics/thin and light laptop),32999, ,https://m.media-amazon.com/images/I/51VGvM4qEwL._AC_UY218_.jpg,(Renewed),intel i3,0.0,1024.0,8,intel integrated
69,(renewed) lenovo thinkpad 14 inch (35.56 cm) hd laptop (i3 7th gen/4 gb ddr4 ram/500 gb hdd/wifi/bluetooth 4.0/windows 10 pro/usb 3.0/ms office/webcam/integrated graphics/thin and light laptop),29999, ,https://m.media-amazon.com/images/I/51VGvM4qEwL._AC_UY218_.jpg,(Renewed),intel i3,0.0,500.0,4,intel integrated
70,"asus vivobook ultra 15 (2020) intel core i3-1115g4 11th gen, 15.6-inch (39.62 cms) fhd t&l laptop (8gb ram/256gb nvme ssd/windows 10/office 2019/integrated graphics/star black/1.8 kg), x513ea-bq312ts",43990, ,https://m.media-amazon.com/images/I/612rSZsXxyL._AC_UY218_.jpg,ASUS,intel i3,256.0,0.0,8,intel integrated
71,(renewed) lenovo thinkpad 14 inch (35.56 cm) hd laptop (i3 7th gen/4 gb ddr4 ram/320 gb hdd/wifi/bluetooth 4.0/windows 10 pro/usb 3.0/ms office/webcam/integrated graphics/thin and light laptop),29499, ,https://m.media-amazon.com/images/I/51VGvM4qEwL._AC_UY218_.jpg,(Renewed),intel i3,0.0,320.0,4,intel integrated
72,(renewed) fujitsu lifebook 14 inch (35.56 cm) hd business laptop(core i5 2nd gen/4 gb ram/500 gb/wifi/webcam/bluetooth/usb/windows 10 pro/ms office 19/pan india warranty),22999, ,https://m.media-amazon.com/images/I/51NBAHzN-oL._AC_UY218_.jpg,(Renewed),intel i5,0.0,0.0,4,intel integrated
73,"hp 15 11th gen intel core i5 processor 15.6-inch (39.6 cm) fhd laptop (8gb/512gb ssd +32gb intel optane/win 10/ms office/jet black/1.69 kg), 15s-fq2071tu",56175,4.1,https://m.media-amazon.com/images/I/71fvR6NCIFL._AC_UY218_.jpg,HP,intel i5,512.0,0.0,8,intel integrated
74,acer swift 5 intel i5 - 11th gen 14 inches full hd ips display with touchscreen ultra thin and light business notebook (8gb ram/512gb ssd/windows 10/iris xe graphics/1.05 kg/mist green),69999,4.1,https://m.media-amazon.com/images/I/71dO8-0q0eL._AC_UY218_.jpg,Acer,intel i5,512.0,0.0,8,iris xe
75,"hp 15 11th gen intel core i5 processor 15.6-inch (39.6 cm) fhd laptop (8gb/512gb ssd +32gb intel optane/win 10/ms office/jet black/1.69 kg), 15s-fq2071tu",56175,4.1,https://m.media-amazon.com/images/I/71fvR6NCIFL._AC_UY218_.jpg,HP,intel i5,512.0,0.0,8,intel integrated
76,"dell 14 (2021) i3-1125g4 2in1 touch screen laptop, 8gb, 256gb ssd, win 10 + ms office, 14.0"" (35.56 cms) fhd display, dell active pen, backlit kb + fpr, platinum silver (inspiron 5410, d560471win9s)",52590, ,https://m.media-amazon.com/images/I/618nCW+Qk+S._AC_UY218_.jpg,Dell,intel i3,256.0,0.0,8,
77,"(renewed) hitachi flora laptop se210 amd e1-2100 processor, 4 gb ram & 120 gb ssd, win 10 lite, 13.3 inches (no webcam) ultralight 1.2kg notebook computer",15990, ,https://m.media-amazon.com/images/I/41EZumrVebL._AC_UY218_.jpg,(Renewed),others,120.0,0.0,4,intel integrated
78,"asus vivobook 14 (2020), intel core i5-1035g1 10th gen, 14-inch (35.56 cm) fhd, thin and light laptop (8gb/512gb ssd/office 2019/windows 10/integrated graphics/silver/1.6 kg), x415ja-ek562ts",50990,4.0,https://m.media-amazon.com/images/I/71WuDXpTAlL._AC_UY218_.jpg,ASUS,intel i5,512.0,0.0,8,intel integrated
79,(renewed) lenovo thinkpad 14 inch (35.56 cm) hd laptop (i3 7th gen/8 gb ddr4 ram/500 gb hdd/wifi/bluetooth 4.0/windows 10 pro/usb 3.0/ms office/webcam/integrated graphics/thin and light laptop),31999, ,https://m.media-amazon.com/images/I/51VGvM4qEwL._AC_UY218_.jpg,(Renewed),intel i3,0.0,500.0,8,intel integrated
80,"asus vivobook 14 (2020) intel core i3-1005g1 10th gen 14 inches fhd thin and light business laptop (4gb ram/1tb hdd/windows 10/integrated/slate grey/1.6 kg), x415ja-ek104t",33990, ,https://m.media-amazon.com/images/I/716bvqzz7PL._AC_UY218_.jpg,ASUS,intel i3,0.0,1024.0,4,intel integrated
81,"asus tuf gaming a15 (2021) 15.6-inch (39.62 cms) fhd 144hz, amd ryzen 7 4800h, rtx 3050 4gb graphics, gaming laptop (8gb/512gb ssd/windows 10/black/2.3 kg), fa506ic-hn005t",76990,4.1,https://m.media-amazon.com/images/I/91zVSkGGZbS._AC_UY218_.jpg,ASUS,ryzen 7,512.0,0.0,8,rtx 3050
82,"dell inspiron 3501 15.6"" fhd display laptop (i3-1005g1/ 8gb/ 1tb/ win 10 + mso/ integrated graphics/ accent black) d560420win9b",42085,4.1,https://m.media-amazon.com/images/I/61Ly7UXBSTS._AC_UY218_.jpg,Dell,intel i3,0.0,0.0,8,intel integrated
83,"hp 15 11th gen intel core i3 processor 15.6"" (39.62cms) fhd laptop with alexa built-in(i3-1115g4/8gb/1tb hdd/m.2 slot/win 10/ms office/natural silver/1.76 kg), 15s-du3038tu",42490, ,https://m.media-amazon.com/images/I/81pG0gZywML._AC_UY218_.jpg,HP,intel i3,0.0,1024.0,8,intel integrated
84,"lenovo ideapad slim 3 2021 11th gen intel core i5 15.6"" (39.62cm) fhd thin & light laptop (8gb/256gb ssd/windows 10/ms office/backlit keyboard/2 year warranty/arctic grey/1.65kg), 82h80156in",54990, ,https://m.media-amazon.com/images/I/61q6x-ll5FL._AC_UY218_.jpg,Lenovo,intel i5,256.0,0.0,8,intel integrated
85,"mi notebook 14 (ic) intel core i5-10210u 10th gen 14-inch (35.56 cms) thin and light laptop(8gb/256gb ssd/windows 10/intel uhd graphics/silver/1.5kg), xma1901-fl",49483,4.2,https://m.media-amazon.com/images/I/513XIkrVeuL._AC_UY218_.jpg,MI,intel i5,256.0,0.0,8,intel integrated
86,"hp chromebook x360 14-inch (35.56 cms) thin & light touchscreen laptop (amd 3015ce/4gb/64gb emmc storage/chrome os/ceramic white/1.49 kg), 14a-cb0006au",30990,3.8,https://m.media-amazon.com/images/I/81hoonPUdxL._AC_UY218_.jpg,HP,others,0.0,0.0,4,rtx 3060
87,"hp 15 11th gen intel core i3 processor 15.6"" (39.62cms) fhd laptop with alexa built-in(i3-1115g4/8gb/1tb hdd/m.2 slot/win 10/ms office/natural silver/1.76 kg), 15s-du3038tu",42490, ,https://m.media-amazon.com/images/I/81pG0gZywML._AC_UY218_.jpg,HP,intel i3,0.0,1024.0,8,intel integrated
88,"hp pavilion (2021) thin & light 11th gen core i5 laptop, 16 gb ram, 512gb ssd, iris xe graphics, 14-inch (35.56 cms) fhd screen, win 10, ms office, backlit keyboard, tranquil pink (14-dv0055tu)",65990, ,https://m.media-amazon.com/images/I/714BFdYddES._AC_UY218_.jpg,HP,intel i5,512.0,0.0,16,iris xe
89,"hp 15 11th gen intel core i3 processor 15.6 inches fhd laptop, 8gb/512gb ssd/windows 10/ms office/integrated graphics (natural silver/1.69 kg), 15s-fr2006tu",46999,4.2,https://m.media-amazon.com/images/I/71uOkXZyteL._AC_UY218_.jpg,HP,intel i3,512.0,0.0,8,intel integrated
90,(renewed) hp probook 14 inch (35.56 cm) hd laptop (i5 2nd gen/4 gb ram/320 gb hdd/wifi/bluetooth/windows 10 pro/ms office/webcam/integrated graphics),21999, ,https://m.media-amazon.com/images/I/61ZSOqEQuuL._AC_UY218_.jpg,(Renewed),intel i5,0.0,320.0,4,intel integrated
91,"hp 15 (2021) thin & light ryzen 3-3250 laptop, 8 gb ram, 1tb hdd, 39.62 cms (15.6"") fhd screen, windows 10, ms office (15s-gr0011au)",42800,3.9,https://m.media-amazon.com/images/I/71SMr4ZGf1L._AC_UY218_.jpg,HP,ryzen 3,0.0,1024.0,8,intel integrated
92,"lenovo v15 amd 15.6-inch fhd thin and light laptop (amd athlon gold 3150u/ 4gb ram/ 1tb hdd/ dos /integrated amd radeon graphics/ iron grey), 82c700jcih",29990, ,https://m.media-amazon.com/images/I/411oQKL9dUS._AC_UY218_.jpg,Lenovo,amd athlon,0.0,1024.0,4,amd radeon
93,"lenovo ideapad slim 3 2021 11th gen intel core i5 15.6 fhd thin & light laptop (8gb/512gb ssd/windows 10/ms office/backlit keyboard/2 year warranty/arctic grey/1.65kg), 82h801cwin",57984,4.0,https://m.media-amazon.com/images/I/61q6x-ll5FL._AC_UY218_.jpg,Lenovo,intel i5,512.0,0.0,8,intel integrated
