,Title,Rating,Price,link,Company,Condensor Coil,Wi-Fi,Noise_Level,Power_Consumption,TON_value,split
82,MarQ By Flipkart 1 Ton 3 Star Split Inverter AC  - White,4.3,24490.0,https://rukminim1.flixcart.com/image/312/312/kmgn0cw0/air-conditioner-new/x/b/d/fkac103siaa21-split-marq-by-flipkart-inverter-original-imagfc9cxm5hz8xf.jpeg?q=70,MarQ, Copper, No,44.0,1195.0,1.0,1
83,Daikin 1.8 Ton 2 Star Split AC  - White,4.1,38000.0,https://rukminim1.flixcart.com/image/312/312/kd4uj680/air-conditioner-new/g/z/g/ftkp71tv16t-rkp71tv16t-mps-2-2-split-na-inverter-original-imafu44gjnqceu6y.jpeg?q=70,Daikin, Copper, No,56.0,1855.0,1.0,1
84,Lloyd 1.5 Ton 5 Star Split Inverter AC  - White,4.1,36990.0,https://rukminim1.flixcart.com/image/312/312/kmax8y80/air-conditioner-new/n/g/s/gls18i56wrbp-split-lloyd-inverter-original-imagf8tgddh6zmfc.jpeg?q=70,Lloyd, Copper, No,42.0,865.0,1.0,1
85,Haier 1 Ton Split AC  - White,4.2,25990.0,https://rukminim1.flixcart.com/image/312/312/kqmo8sw0/air-conditioner-new/j/r/c/hsu12t-tcs3b-1-split-fixed-speed-haier-original-imag4hmvh3vzzez6.jpeg?q=70,Haier, Copper, No,52.0,1748.0,1.0,1
86,LG 2 Ton 5 Star Window Dual Inverter AC  - White,4.2,47890.0,https://rukminim1.flixcart.com/image/312/312/k6zda4w0/air-conditioner-new/u/9/q/jw-q18wuza-1-5-window-dual-inverter-lg-original-imafpbhwfs8rxmfz.jpeg?q=70,LG, Copper, No,44.0,1370.0,2.0,0
87,Panasonic 2 Ton 5 Star Split Inverter Smart AC with PM 2.5 Filter with Wi-fi Connect  - White,4.3,53990.0,https://rukminim1.flixcart.com/image/312/312/knhsgi80/air-conditioner-new/b/a/x/ku18wkyt-cs-cu-su18wkyw-split-panasonic-inverter-original-imag26fwjt73b4zh.jpeg?q=70,Panasonic, Copper, Yes,43.0,1013.0,2.0,1
88,Whirlpool 1 Ton 5 Star Split Inverter AC  - White,4.2,30490.0,https://rukminim1.flixcart.com/image/312/312/kksmikw0/air-conditioner-new/0/m/e/1-5t-magicool-pro-5s-copr-inv-split-inverter-whirlpool-original-imagy25utwj6jgg7.jpeg?q=70,Whirlpool, Copper, No,40.0,920.0,1.0,1
89,"SAMSUNG 1 Ton 3 Star Split Inverter AC  - White, Blue1",4.2,28990.0,https://rukminim1.flixcart.com/image/312/312/kt7jv680/air-conditioner-new/e/m/u/ar12ty3qbbunna-ar12ty3qbbuxna-split-inverter-samsung-original-imag6hwykd3qrmtc.jpeg?q=70,SAMSUNG, Copper, No,54.0,1150.0,1.0,1
90,MarQ By Flipkart 1.5 Ton 3 Star Split AC  - White,4.2,27490.0,https://rukminim1.flixcart.com/image/312/312/kqe3low0/air-conditioner-new/2/j/7/fkac153sfaa-split-fixed-speed-marq-by-flipkart-original-imag4eykqgykgq2t.jpeg?q=70,MarQ, Copper, No,37.0,1412.0,1.0,1
91,Haier 1.5 Ton 3 Star Split AC  - White,4.4,29990.0,https://rukminim1.flixcart.com/image/312/312/k8j3gcw0/air-conditioner-new/4/f/j/hsu18t-nmw3b-1-5-split-fixed-speed-haier-original-imafqjywn8gpukde.jpeg?q=70,Haier, Copper, No,40.0,1451.0,1.0,1
92,SAMSUNG 1.5 Ton 3 Star Split AC  - White,4.7,31699.0,https://rukminim1.flixcart.com/image/312/312/ken59jk0/air-conditioner-new/s/8/j/ar18tg3bbwk-1-5-split-fixed-speed-samsung-original-imafv9wwg3xppw6n.jpeg?q=70,SAMSUNG, Copper, No,44.0,1410.0,1.0,1
93,Whirlpool 1 Ton 3 Star Split Inverter AC  - White,4.2,26990.0,https://rukminim1.flixcart.com/image/312/312/kksmikw0/air-conditioner-new/0/m/e/1-5t-magicool-pro-5s-copr-inv-split-inverter-whirlpool-original-imagy25utwj6jgg7.jpeg?q=70,Whirlpool, Copper, No,42.0,1075.0,1.0,1
94,Panasonic 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect  - White,4.1,40949.0,https://rukminim1.flixcart.com/image/312/312/kpodocw0/air-conditioner-new/v/n/w/cs-tu18wky-cu-tu18wky-split-panasonic-inverter-original-imag3ue3xqchgkm7.jpeg?q=70,Panasonic, Copper, Yes,47.0,848.0,1.0,1
95,Lloyd 1.5 Ton 3 Star Window AC  - White,4.1,25490.0,https://rukminim1.flixcart.com/image/312/312/kle24cw0/air-conditioner-new/k/t/0/lw18b32wsew-1-5-window-lloyd-fixed-speed-original-imagygskyephzhzv.jpeg?q=70,Lloyd, Copper, No,53.0,1269.0,1.0,0
96,Whirlpool 1 Ton 3 Star Split Inverter AC  - White,4.2,26990.0,https://rukminim1.flixcart.com/image/312/312/kksmikw0/air-conditioner-new/0/m/e/1-5t-magicool-pro-5s-copr-inv-split-inverter-whirlpool-original-imagy25utwj6jgg7.jpeg?q=70,Whirlpool, Copper, No,42.0,1075.0,1.0,1
97,SAMSUNG 1.5 Ton 5 Star Split Inverter AC  - White,4.2,35490.0,https://rukminim1.flixcart.com/image/312/312/kl421e80/air-conditioner-new/o/5/u/ar18ty5qawknna-split-samsung-inverter-original-imagyb23g9erhyzk.jpeg?q=70,SAMSUNG, Copper, No,52.0,1465.0,1.0,1
98,Panasonic 1 Ton 5 Star Window AC  - White,4.3,25430.0,https://rukminim1.flixcart.com/image/312/312/k6tniq80/air-conditioner-new/x/b/y/cw-xn121am-1-window-fixed-speed-panasonic-original-imafp7bumkh5swht.jpeg?q=70,Panasonic, Copper, No,54.0,1056.0,1.0,0
99,IFB 7 Stage Air Treatment 1.5 Ton 5 Star Split Inverter PM 0.3 Filter Gold Series AC  - White,4.4,43990.0,https://rukminim1.flixcart.com/image/312/312/kl6wx3k0/air-conditioner-new/e/c/z/iaci18gb5g3c-split-ifb-inverter-original-imagydaxqjcvqvqk.jpeg?q=70,IFB, Copper, No,38.0,853.0,7.0,1
100,Lloyd 1.25 Ton 3 Star Split Inverter AC  - White,4.1,30490.0,https://rukminim1.flixcart.com/image/312/312/knxiavk0/air-conditioner-new/7/e/d/gls15i36wrbp-split-lloyd-inverter-original-imag2gdusjsjzskh.jpeg?q=70,Lloyd, Copper, No,32.0,918.0,1.0,1
101,MarQ By Flipkart 1 Ton 3 Star Split Inverter AC  - White,4.3,24490.0,https://rukminim1.flixcart.com/image/312/312/kmgn0cw0/air-conditioner-new/x/b/d/fkac103siaa21-split-marq-by-flipkart-inverter-original-imagfc9cxm5hz8xf.jpeg?q=70,MarQ, Copper, No,44.0,1195.0,1.0,1
102,"Voltas 1 Ton Split AC  - Wine, Red",4.2,30999.0,https://rukminim1.flixcart.com/image/312/312/k868how0/air-conditioner-new/y/j/3/123-zzy-imr-1-split-fixed-speed-voltas-original-imafq8kzbv5hvgag.jpeg?q=70,Voltas, Copper, No,46.0,688.0,1.0,1
103,Voltas 1.5 Ton 4 Star Split Inverter AC  - White,4.2,33990.0,https://rukminim1.flixcart.com/image/312/312/jua4djk0/air-conditioner-new/n/q/v/sac-184v-szs-1-5-split-voltas-inverter-original-imaff8g63thtgysz.jpeg?q=70,Voltas, Copper, No,46.0,1520.0,1.0,1
104,SAMSUNG 1 Ton 4 Star Split Inverter AC  - White,4.2,29490.0,https://rukminim1.flixcart.com/image/312/312/kl8ccy80/air-conditioner-new/v/r/x/ar12aymzabe-split-samsung-inverter-original-imagye8cxeeuevz3.jpeg?q=70,SAMSUNG, Copper, No,44.0,634.0,1.0,1
105,LumX 1.5 Ton 4 Star Split Inverter AC  - White,4.1,26390.0,https://rukminim1.flixcart.com/image/312/312/kr58yvk0/air-conditioner-new/v/g/j/lx184inhdm-split-inverter-lumx-original-imag5yd8da5wgfgj.jpeg?q=70,LumX, Copper, No,43.0,1470.0,1.0,1
106,Whirlpool 4 in 1 Convertible Cooling 1 Ton 5 Star Split Inverter AC  - White,4.1,33490.0,https://rukminim1.flixcart.com/image/312/312/klgx0280/air-conditioner-new/r/v/m/1-0t-flexichill-5s-copr-inv-split-whirlpool-inverter-original-imagyhgyhvrfywmb.jpeg?q=70,Whirlpool, Copper, No,45.0,519.0,4.0,1
107,Lloyd 1.5 Ton 3 Star Split Inverter AC  - White,4.1,33990.0,https://rukminim1.flixcart.com/image/312/312/kmax8y80/air-conditioner-new/q/h/i/gls18i36wrbp-split-lloyd-inverter-original-imagf8tgkgzprhbm.jpeg?q=70,Lloyd, Copper, No,42.0,1030.0,1.0,1
108,"SAMSUNG 1.5 Ton 3 Star Split Inverter AC  - White, Brown",4.2,32990.0,https://rukminim1.flixcart.com/image/312/312/kg40k280/air-conditioner-new/g/v/v/ar18ty3qbbr-1-5-split-samsung-inverter-original-imafwefyybhvyxh7.jpeg?q=70,SAMSUNG, Copper, No,52.0,1748.0,1.0,1
109,"Sansui 1.5 Ton 5 Star Split Triple Inverter AC with PM 2.5 Filter  - White, Gold",4.1,33990.0,https://rukminim1.flixcart.com/image/312/312/ka1e6q80/air-conditioner-new/h/z/g/sac155siap-1-5-split-triple-inverter-sansui-original-imafrp96xzcrjend.jpeg?q=70,Sansui, Copper, No,38.0,1085.0,1.0,1
110,SAMSUNG 1.5 Ton 4 Star Split Inverter AC  - White,3.7,33750.0,https://rukminim1.flixcart.com/image/312/312/km9ht3k0/air-conditioner-new/4/b/i/ar18ay4zapg-split-samsung-inverter-original-imagf7qnymukd88r.jpeg?q=70,SAMSUNG, Copper, No,45.0,940.0,1.0,1
111,MarQ By Flipkart 1.5 Ton 5 Star Window AC  - White,4.2,25490.0,https://rukminim1.flixcart.com/image/312/312/k9re3rk0/air-conditioner-new/v/j/c/fkac155sfwaca-1-5-window-fixed-speed-marq-by-flipkart-original-imafrhckfugfeqjc.jpeg?q=70,MarQ, Copper, No,60.0,1520.0,1.0,0
112,"SAMSUNG 1 Ton 3 Star Split Inverter AC  - White, Blue1",4.2,28990.0,https://rukminim1.flixcart.com/image/312/312/kt7jv680/air-conditioner-new/e/m/u/ar12ty3qbbunna-ar12ty3qbbuxna-split-inverter-samsung-original-imag6hwykd3qrmtc.jpeg?q=70,SAMSUNG, Copper, No,54.0,1150.0,1.0,1
113,Lloyd 1 Ton 3 Star Split Inverter AC  - White,4.1,29490.0,https://rukminim1.flixcart.com/image/312/312/kmax8y80/air-conditioner-new/9/u/7/gls12i36wrbp-split-lloyd-inverter-original-imagf8thtemfdn7p.jpeg?q=70,Lloyd, Copper, No,38.0,1085.0,1.0,1
114,CARRIER 4 in 1 Convertible Cooling 2 Ton 5 Star Split Inverter AC with PM 2.5 Filter  - White,4.3,50990.0,https://rukminim1.flixcart.com/image/312/312/ka73y4w0/air-conditioner-new/5/2/h/18k-5-star-ester-neo-i-hybridjet-inverter-r32-split-ac-1-5-split-original-imafrtmdmvy4vmxz.jpeg?q=70,CARRIER, Copper, No,32.0,745.0,4.0,1
115,"SAMSUNG 1.5 Ton 3 Star Split Inverter AC  - White, Blue",4.2,32990.0,https://rukminim1.flixcart.com/image/312/312/kg40k280/air-conditioner-new/n/z/y/ar18ty3qbbu-sps-1-5-split-samsung-inverter-original-imafwefyhzztgtzg.jpeg?q=70,SAMSUNG, Copper, No,46.0,1780.0,1.0,1
116,"SAMSUNG 1.5 Ton 3 Star Split Inverter AC  - White, Blue",4.2,32990.0,https://rukminim1.flixcart.com/image/312/312/kg40k280/air-conditioner-new/n/z/y/ar18ty3qbbu-sps-1-5-split-samsung-inverter-original-imafwefyhzztgtzg.jpeg?q=70,SAMSUNG, Copper, No,52.0,1748.0,1.0,1
117,Nokia 4 in 1 Convertible Cooling 1.5 Ton 3 Star Split Triple Inverter AC  - White,4.2,32490.0,https://rukminim1.flixcart.com/image/312/312/ks6ef0w0/air-conditioner-new/i/1/x/nokia153siai-split-triple-inverter-nokia-original-imag5sxgyugugeez.jpeg?q=70,Nokia, Copper, No,43.0,1660.0,4.0,1
118,Nokia 4 in 1 Convertible Cooling 1.5 Ton 3 Star Split Triple Inverter AC  - White,4.2,32490.0,https://rukminim1.flixcart.com/image/312/312/ks6ef0w0/air-conditioner-new/i/1/x/nokia153siai-split-triple-inverter-nokia-original-imag5sxgyugugeez.jpeg?q=70,Nokia, Copper, No,38.0,1009.0,4.0,1
119,CARRIER 1 Ton 3 Star Split AC with PM 2.5 Filter  - White,4.3,28490.0,https://rukminim1.flixcart.com/image/312/312/ka73y4w0/air-conditioner-new/b/v/k/12k-3star-ester-neo-splt-ac-1-split-fixed-speed-carrier-original-imafrtmdxautvnbg.jpeg?q=70,CARRIER, Copper, No,39.0,980.0,1.0,1
120,MarQ By Flipkart 1 Ton 3 Star Split Inverter AC  - White,4.3,24490.0,https://rukminim1.flixcart.com/image/312/312/kmgn0cw0/air-conditioner-new/x/b/d/fkac103siaa21-split-marq-by-flipkart-inverter-original-imagfc9cxm5hz8xf.jpeg?q=70,MarQ, Copper, No,44.0,1195.0,1.0,1
121,LG 1.5 Ton Split Dual Inverter AC  - White,4.3,35900.0,https://rukminim1.flixcart.com/image/312/312/kljrvrk0/air-conditioner-new/g/d/i/ms-q18snya1-1-5-split-lg-dual-inverter-original-imagynfcvxnzxhcf.jpeg?q=70,LG, Copper, No,21.0,1050.0,1.0,1
122,Whirlpool 1 Ton 3 Star Split Inverter AC  - White,4.8,28059.0,https://rukminim1.flixcart.com/image/312/312/kae95e80/air-conditioner-new/c/z/j/3d-cool-elite-pro-1-split-inverter-whirlpool-original-imafrz8yefufzd9k.jpeg?q=70,Whirlpool, Copper, No,37.0,758.0,1.0,1
123,SAMSUNG 1 Ton 4 Star Split Inverter AC  - White,4.2,29490.0,https://rukminim1.flixcart.com/image/312/312/kl8ccy80/air-conditioner-new/v/r/x/ar12aymzabe-split-samsung-inverter-original-imagye8cxeeuevz3.jpeg?q=70,SAMSUNG, Copper, No,44.0,634.0,1.0,1
124,Voltas 1.5 Ton 3 Star Split Inverter AC  - White,4.3,33490.0,https://rukminim1.flixcart.com/image/312/312/k12go7k0/air-conditioner-new/k/r/g/183-vczj-r-32-1-5-split-inverter-voltas-original-imafkhpavazpw4tk.jpeg?q=70,Voltas, Copper, No,52.0,1590.0,1.0,1
125,Blue Star 1.5 Ton 5 Star Split Inverter AC  - White,4.2,42799.0,https://rukminim1.flixcart.com/image/312/312/kqpj4i80/air-conditioner-new/v/0/y/ic518dltu-1-5-split-inverter-blue-star-original-imag4zyahpgqeqfh.jpeg?q=70,Blue, Copper, No,50.0,1375.0,1.0,1
126,Hitachi 1.5 Ton 3 Star Window AC  - White,4.2,27571.0,https://rukminim1.flixcart.com/image/312/312/kn7sdjk0/air-conditioner-new/k/o/4/raw518hedo-window-hitachi-fixed-speed-original-imagfy3cmnm7m4wg.jpeg?q=70,Hitachi, Copper, No,50.0,1277.0,1.0,0
127,"SAMSUNG 1 Ton 3 Star Split Inverter AC  - White, Blue1",4.2,28990.0,https://rukminim1.flixcart.com/image/312/312/kt7jv680/air-conditioner-new/e/m/u/ar12ty3qbbunna-ar12ty3qbbuxna-split-inverter-samsung-original-imag6hwykd3qrmtc.jpeg?q=70,SAMSUNG, Copper, No,54.0,1150.0,1.0,1
128,Voltas 1.5 Ton Split Inverter AC  - White,4.7,32370.0,https://rukminim1.flixcart.com/image/312/312/kljrvrk0/air-conditioner-new/0/l/y/183v-ads-1-5-split-voltas-inverter-original-imagyn7w23xcdgc3.jpeg?q=70,Voltas, Copper, No,21.0,938.0,1.0,1
129,LG 1.5 Ton 5 Star Split Dual Inverter AC with Wi-fi Connect  - White,4.3,45990.0,https://rukminim1.flixcart.com/image/312/312/kjvrdzk0/air-conditioner-new/e/x/q/ms-q12apye-split-dual-inverter-lg-original-imafefdpxqxgzakn.jpeg?q=70,LG, Copper, Yes,31.0,818.0,1.0,1
130,Whirlpool 1 Ton 3 Star Split Inverter AC  - White,4.2,26990.0,https://rukminim1.flixcart.com/image/312/312/kksmikw0/air-conditioner-new/0/m/e/1-5t-magicool-pro-5s-copr-inv-split-inverter-whirlpool-original-imagy25utwj6jgg7.jpeg?q=70,Whirlpool, Copper, No,42.0,1075.0,1.0,1
131,LG 1.5 Ton 3 Star Window Dual Inverter AC  - White,4.3,27849.0,https://rukminim1.flixcart.com/image/312/312/kqfj1jk0/air-conditioner-new/g/y/r/jw-q18wuxa1-window-dual-inverter-lg-original-imag4gyvyjva8fve.jpeg?q=70,LG, Copper, No,44.0,1213.0,1.0,0
132,CARRIER 1.5 Ton 3 Star Split Inverter AC  - White,4.3,36990.0,https://rukminim1.flixcart.com/image/312/312/ko7idu80/air-conditioner-new/u/c/j/18k-3-star-ester-bxi-inverter-r32-split-ac-split-carrier-original-imag2prmratmhpdw.jpeg?q=70,CARRIER, Copper, No,37.0,1750.0,1.0,1
133,LG Convertible 5-in-1 Cooling 2 Ton 3 Star Split Dual Inverter AC  - White,4.3,50490.0,https://rukminim1.flixcart.com/image/312/312/kkbh8cw0/air-conditioner-new/l/p/a/ms-q24hnxa-split-dual-inverter-lg-original-imafzzvgzvyhzyxe.jpeg?q=70,LG, Copper, No,31.0,1232.0,5.0,1
134,MarQ By Flipkart 1.5 Ton 5 Star Window AC  - White,4.2,25490.0,https://rukminim1.flixcart.com/image/312/312/k9re3rk0/air-conditioner-new/v/j/c/fkac155sfwaca-1-5-window-fixed-speed-marq-by-flipkart-original-imafrhckfugfeqjc.jpeg?q=70,MarQ, Copper, No,60.0,1520.0,1.0,0
135,Lloyd 1.5 Ton 5 Star Window AC  - White,4.1,29490.0,https://rukminim1.flixcart.com/image/312/312/kmns7m80/air-conditioner-new/5/d/t/glw18b52wbew-window-lloyd-fixed-speed-original-imagfgstqgjydqae.jpeg?q=70,Lloyd, Copper, No,53.0,1141.0,1.0,0
136,Daikin 1.5 Ton 3 Star Split Inverter AC  - White,4.3,36218.0,https://rukminim1.flixcart.com/image/312/312/k612pow0/air-conditioner-new/v/z/w/ftkl50tv16u-v-dtkl50tv16u-v-rkl50tv16u-v-1-5-split-inverter-original-imafzkuwxf6yyhsr.jpeg?q=70,Daikin, Copper, No,54.0,1665.0,1.0,1
137,IFB 7 Stage Air Treatment 1 Ton 3 Star Split Inverter PM 0.3 Filter Silver Series AC  - White,4.3,32490.0,https://rukminim1.flixcart.com/image/312/312/kl6wx3k0/air-conditioner-new/f/w/i/iaci18sa5g3c-split-ifb-inverter-original-imagydaxhqgwh5v8.jpeg?q=70,IFB, Copper, No,30.0,732.0,7.0,1
138,SAMSUNG 1.5 Ton 5 Star Split Inverter AC  - White,4.2,35490.0,https://rukminim1.flixcart.com/image/312/312/kl421e80/air-conditioner-new/o/5/u/ar18ty5qawknna-split-samsung-inverter-original-imagyb23g9erhyzk.jpeg?q=70,SAMSUNG, Copper, No,52.0,1465.0,1.0,1
139,IFB 7 Stage Air Treatment 1 Ton 3 Star Split Inverter PM 0.3 Filter Silver Series AC  - White,4.3,32490.0,https://rukminim1.flixcart.com/image/312/312/kl6wx3k0/air-conditioner-new/f/w/i/iaci18sa5g3c-split-ifb-inverter-original-imagydaxhqgwh5v8.jpeg?q=70,IFB, Copper, No,30.0,732.0,7.0,1
140,SAMSUNG 1.5 Ton 5 Star Split Inverter AC  - White,4.2,35490.0,https://rukminim1.flixcart.com/image/312/312/kl421e80/air-conditioner-new/o/5/u/ar18ty5qawknna-split-samsung-inverter-original-imagyb23g9erhyzk.jpeg?q=70,SAMSUNG, Copper, No,52.0,1465.0,1.0,1
141,Lloyd 1.5 Ton 5 Star Window AC  - White,4.1,29490.0,https://rukminim1.flixcart.com/image/312/312/kmns7m80/air-conditioner-new/5/d/t/glw18b52wbew-window-lloyd-fixed-speed-original-imagfgstqgjydqae.jpeg?q=70,Lloyd, Copper, No,53.0,1141.0,1.0,0
142,SAMSUNG 1 Ton 4 Star Split Inverter AC  - White,4.2,29490.0,https://rukminim1.flixcart.com/image/312/312/kl8ccy80/air-conditioner-new/v/r/x/ar12aymzabe-split-samsung-inverter-original-imagye8cxeeuevz3.jpeg?q=70,SAMSUNG, Copper, No,44.0,634.0,1.0,1
143,Voltas 1.5 Ton 3 Star Window AC  - White,4.3,25999.0,https://rukminim1.flixcart.com/image/312/312/jucz98w0/air-conditioner-new/e/9/f/wac-183-dza-1-5-window-voltas-fixed-speed-original-imaffgfwgtxmug9f.jpeg?q=70,Voltas, Copper, No,58.0,1729.0,1.0,0
144,Daikin 1.5 Ton 3 Star Split Inverter AC  - White,4.3,36218.0,https://rukminim1.flixcart.com/image/312/312/k612pow0/air-conditioner-new/v/z/w/ftkl50tv16u-v-dtkl50tv16u-v-rkl50tv16u-v-1-5-split-inverter-original-imafzkuwxf6yyhsr.jpeg?q=70,Daikin, Copper, No,54.0,1665.0,1.0,1
145,MarQ By Flipkart 1 Ton 3 Star Split Inverter AC  - White,4.3,24490.0,https://rukminim1.flixcart.com/image/312/312/kmgn0cw0/air-conditioner-new/x/b/d/fkac103siaa21-split-marq-by-flipkart-inverter-original-imagfc9cxm5hz8xf.jpeg?q=70,MarQ, Copper, No,46.0,1450.0,1.0,1
146,MarQ By Flipkart 1 Ton 3 Star Split Inverter AC  - White,4.3,24490.0,https://rukminim1.flixcart.com/image/312/312/kmgn0cw0/air-conditioner-new/x/b/d/fkac103siaa21-split-marq-by-flipkart-inverter-original-imagfc9cxm5hz8xf.jpeg?q=70,MarQ, Copper, No,44.0,1195.0,1.0,1
147,Hitachi 1.5 Ton 3 Star Split AC  - White,4.1,33990.0,https://rukminim1.flixcart.com/image/312/312/k7w8eq80/air-conditioner-new/e/y/z/rse312hddo-1-split-fixed-speed-hitachi-original-imafqffhqauqgshn.jpeg?q=70,Hitachi, Copper, No,36.0,1495.0,1.0,1
148,Panasonic 1 Ton 3 Star Split Inverter Smart AC with PM 2.5 Filter with Wi-fi Connect  - White,4.3,32990.0,https://rukminim1.flixcart.com/image/312/312/knhsgi80/air-conditioner-new/b/a/x/ku18wkyt-cs-cu-su18wkyw-split-panasonic-inverter-original-imag26fwjt73b4zh.jpeg?q=70,Panasonic, Copper, Yes,37.0,685.0,1.0,1
149,IFB 7 Stage Air Treatment 1.5 Ton 3 Star Split Inverter PM 0.3 Filter Gold Series AC  - White,4.4,38990.0,https://rukminim1.flixcart.com/image/312/312/kl6wx3k0/air-conditioner-new/e/c/z/iaci18gb5g3c-split-ifb-inverter-original-imagydaxqjcvqvqk.jpeg?q=70,IFB, Copper, No,35.0,1119.0,7.0,1
150,"SAMSUNG 1.5 Ton 3 Star Split Inverter AC  - White, Brown",4.2,32990.0,https://rukminim1.flixcart.com/image/312/312/kg40k280/air-conditioner-new/g/v/v/ar18ty3qbbr-1-5-split-samsung-inverter-original-imafwefyybhvyxh7.jpeg?q=70,SAMSUNG, Copper, No,52.0,1748.0,1.0,1
151,CARRIER 1.2 Ton 3 Star Split Inverter AC  - White,4.3,33990.0,https://rukminim1.flixcart.com/image/312/312/klicfww0/air-conditioner-new/c/o/q/14k-3-star-ester-nxi-inverter-r32-split-ac-split-carrier-original-imagymfavcstmf3t.jpeg?q=70,CARRIER, Copper, No,37.0,1235.0,1.0,1
152,Panasonic 1.5 Ton 5 Star Split Inverter AC  - White,4.5,47000.0,https://rukminim1.flixcart.com/image/312/312/kd4uj680/air-conditioner-new/k/r/z/cs-cu-tu18vkyw-inverter-r32-mps-1-5-split-panasonic-inverter-original-imafu44gcyayfn9u.jpeg?q=70,Panasonic, Copper, No,48.0,1350.0,1.0,1
153,ONIDA 1 Ton 3 Star Split Inverter AC  - White,3.0,27990.0,https://rukminim1.flixcart.com/image/312/312/kfsl18w0/air-conditioner-new/u/q/e/sr123gdr-mps-1-split-onida-fixed-speed-original-imafw5vhzggacyza.jpeg?q=70,ONIDA, Copper, No,28.0,985.0,1.0,1
154,"SAMSUNG 1 Ton 3 Star Split Inverter AC  - White, Blue1",4.2,28990.0,https://rukminim1.flixcart.com/image/312/312/kt7jv680/air-conditioner-new/e/m/u/ar12ty3qbbunna-ar12ty3qbbuxna-split-inverter-samsung-original-imag6hwykd3qrmtc.jpeg?q=70,SAMSUNG, Copper, No,54.0,1150.0,1.0,1
155,Hitachi 1.5 Ton Split Expandable AC  - White,3.3,35649.0,https://rukminim1.flixcart.com/image/312/312/kbcjpu80/air-conditioner-new/q/v/h/rsm318hddo-1-5-split-hitachi-inverter-original-imafspvhchq4whxn.jpeg?q=70,Hitachi, Copper, No,32.0,1110.0,1.0,1
156,SAMSUNG 1.5 Ton 3 Star Hot and Cold Split Inverter AC  - White,4.2,38490.0,https://rukminim1.flixcart.com/image/312/312/kg40k280/air-conditioner-new/a/y/v/ar18ty3qcpu-1-5-split-samsung-inverter-original-imafwefymkwraf9k.jpeg?q=70,SAMSUNG, Copper, No,52.0,1748.0,1.0,1
157,Whirlpool 1 Ton 3 Star Split Inverter AC  - White,4.2,26990.0,https://rukminim1.flixcart.com/image/312/312/kksmikw0/air-conditioner-new/0/m/e/1-5t-magicool-pro-5s-copr-inv-split-inverter-whirlpool-original-imagy25utwj6jgg7.jpeg?q=70,Whirlpool, Copper, No,42.0,1075.0,1.0,1
158,CARRIER 1.5 Ton 5 Star Window AC  - White,4.3,32990.0,https://rukminim1.flixcart.com/image/312/312/klphn680/air-conditioner-new/o/7/2/caw18sn5r39f0-window-carrier-fixed-speed-original-imagys52wsawg9cn.jpeg?q=70,CARRIER, Copper, No,58.0,1550.0,1.0,0
159,Daikin 1.5 Ton 5 Star Split Inverter AC  - White,4.3,48499.0,https://rukminim1.flixcart.com/image/312/312/kd4uj680/air-conditioner-new/g/z/g/ftkp71tv16t-rkp71tv16t-mps-2-2-split-na-inverter-original-imafu44gjnqceu6y.jpeg?q=70,Daikin, Copper, No,47.0,1315.0,1.0,1
160,Voltas 1.5 Ton 5 Star Split Inverter AC  - White,4.3,38990.0,https://rukminim1.flixcart.com/image/312/312/kdt50nk0/air-conditioner-new/9/9/h/185v-szs-1-5-split-voltas-inverter-original-imafummj6gbxnmjh.jpeg?q=70,Voltas, Copper, No,46.0,1355.0,1.0,1
161,MarQ By Flipkart 1.5 Ton 5 Star Window AC  - White,4.2,25490.0,https://rukminim1.flixcart.com/image/312/312/k9re3rk0/air-conditioner-new/v/j/c/fkac155sfwaca-1-5-window-fixed-speed-marq-by-flipkart-original-imafrhckfugfeqjc.jpeg?q=70,MarQ, Copper, No,60.0,1520.0,1.0,0
162,Voltas 1 Ton 3 Star Split Inverter AC  - White,3.8,30490.0,https://rukminim1.flixcart.com/image/312/312/k5fn3ww0/air-conditioner-new/q/s/4/123v-dzx-1-split-inverter-voltas-original-imafz44xufkfspfw.jpeg?q=70,Voltas, Copper, No,46.0,1130.0,1.0,1
163,Daikin 1 Ton 5 Star Split Inverter AC  - White,4.3,44999.0,https://rukminim1.flixcart.com/image/312/312/kd4uj680/air-conditioner-new/g/z/g/ftkp71tv16t-rkp71tv16t-mps-2-2-split-na-inverter-original-imafu44gjnqceu6y.jpeg?q=70,Daikin, Copper, No,48.0,822.0,1.0,1
164,Blue Star 2 Ton 3 Star Split Inverter AC  - White,4.2,50990.0,https://rukminim1.flixcart.com/image/312/312/k2jbyq80/air-conditioner-new/e/q/k/ic324yatu-2-split-inverter-blue-star-original-imafhuvgzm2etygd.jpeg?q=70,Blue, Copper, No,43.0,2150.0,2.0,1
165,MarQ By Flipkart 1 Ton 3 Star Split Inverter AC  - White,4.3,24490.0,https://rukminim1.flixcart.com/image/312/312/kmgn0cw0/air-conditioner-new/x/b/d/fkac103siaa21-split-marq-by-flipkart-inverter-original-imagfc9cxm5hz8xf.jpeg?q=70,MarQ, Copper, No,44.0,1195.0,1.0,1
