,Title,Rating,Price,link,Company,Condensor Coil,Wi-Fi,Noise_Level,Power_Consumption,TON_value,split
166,LG 1.5 Ton 5 Star Split Dual Inverter AC  - White,3.6,40680.0,https://rukminim1.flixcart.com/image/312/312/kjvrdzk0/air-conditioner-new/6/5/r/ms-q12uvza-split-dual-inverter-lg-original-imafzcqhx2y5ntsx.jpeg?q=70,LG, Copper, No,31.0,818.0,1.0,1
167,Godrej 2 Ton 5 Star Split Inverter AC  - White,4.3,47000.0,https://rukminim1.flixcart.com/image/312/312/kcuug7k0/air-conditioner-new/2/7/t/ac-2t-gic-24-mgp5-wra-split-5s-mps-2-split-godrej-inverter-original-imaftw6zxfw5dzew.jpeg?q=70,Godrej, Aluminium, No,48.0,1775.0,2.0,1
168,IFFALCON by TCL 2 Ton 3 Star Split Dual Inverter Smart AC with Wi-fi Connect  - White,4.1,39990.0,https://rukminim1.flixcart.com/image/312/312/kn7sdjk0/air-conditioner-new/p/m/r/fac-22csd-v3s-split-iffalcon-by-tcl-dual-inverter-original-imagfxxkc39pjuyu.jpeg?q=70,IFFALCON, Copper, Yes,48.0,2280.0,2.0,1
169,SAMSUNG 1 Ton 4 Star Split Inverter AC  - White,4.2,29490.0,https://rukminim1.flixcart.com/image/312/312/kl8ccy80/air-conditioner-new/v/r/x/ar12aymzabe-split-samsung-inverter-original-imagye8cxeeuevz3.jpeg?q=70,SAMSUNG, Copper, Yes,44.0,634.0,1.0,1
170,Daikin 1 Ton 3 Star Window AC  - White,4.3,25990.0,https://rukminim1.flixcart.com/image/312/312/k7xnukw0/air-conditioner-new/h/u/c/frwl35tv161-1-window-fixed-speed-daikin-original-imafq27aychz44gv.jpeg?q=70,Daikin, Copper, No,48.0,877.0,1.0,0
171,Voltas 2 Ton Split Inverter AC  - White,4.3,48220.0,https://rukminim1.flixcart.com/image/312/312/kljrvrk0/air-conditioner-new/x/d/w/sac-245v-adz-r32-inv-2-split-voltas-inverter-original-imagynhdmqwnhagw.jpeg?q=70,Voltas, Alloy, No,49.0,1810.0,2.0,1
172,"SAMSUNG 1 Ton 3 Star Split Inverter AC  - White, Blue1",4.2,28990.0,https://rukminim1.flixcart.com/image/312/312/kt7jv680/air-conditioner-new/e/m/u/ar12ty3qbbunna-ar12ty3qbbuxna-split-inverter-samsung-original-imag6hwykd3qrmtc.jpeg?q=70,SAMSUNG, Copper, No,54.0,1150.0,1.0,1
173,Blue Star 1.5 Ton 3 Star Split Inverter AC  - White,4.2,36499.0,https://rukminim1.flixcart.com/image/312/312/k29bvrk0/air-conditioner-new/n/6/s/ic318yatu-1-5-split-inverter-blue-star-original-imafhg2tcrpxgcp2.jpeg?q=70,Blue, Copper, No,39.0,1725.0,1.0,1
174,Godrej 1.5 Ton 3 Star Split Inverter AC  - White,4.3,32499.0,https://rukminim1.flixcart.com/image/312/312/knexksw0/air-conditioner-new/b/h/d/gic-18ntc3-wsa-1-5-split-godrej-inverter-original-imag23d7upwh7kvh.jpeg?q=70,Godrej, Copper, No,42.0,1785.0,1.0,1
175,Midea 1 Ton 3 Star Split Inverter AC  - White,4.3,25490.0,https://rukminim1.flixcart.com/image/312/312/kg5fzww0/air-conditioner-new/8/q/f/12k-3-star-santis-pro-dlx-inverter-r410a-mi001-12k-3-star-original-imafwggawmygxfzy.jpeg?q=70,Midea, Copper, No,39.0,1150.0,1.0,1
176,Whirlpool 1 Ton 3 Star Split Inverter AC  - White,4.2,26990.0,https://rukminim1.flixcart.com/image/312/312/kksmikw0/air-conditioner-new/0/m/e/1-5t-magicool-pro-5s-copr-inv-split-inverter-whirlpool-original-imagy25utwj6jgg7.jpeg?q=70,Whirlpool, Copper, No,42.0,1075.0,1.0,1
177,LG 1.5 Ton 3 Star Split Dual Inverter AC  - White,4.2,35750.0,https://rukminim1.flixcart.com/image/312/312/kjvrdzk0/air-conditioner-new/6/5/r/ms-q12uvza-split-dual-inverter-lg-original-imafzcqhx2y5ntsx.jpeg?q=70,LG, Copper, No,26.0,1050.0,1.0,1
178,Blue Star 1.5 Ton 5 Star Split Inverter AC  - White,4.0,43990.0,https://rukminim1.flixcart.com/image/312/312/k7xnukw0/air-conditioner-new/g/8/9/ic518datus-1-5-split-inverter-blue-star-original-imafq27smgbn9gn9.jpeg?q=70,Blue, Copper, No,45.0,1380.0,1.0,1
179,Daikin 1.5 Ton 3 Star Split AC  - White,4.0,33724.0,https://rukminim1.flixcart.com/image/312/312/kfsl18w0/air-conditioner-new/h/y/c/ftl50tv16v2-mps-1-5-split-daikin-fixed-speed-original-imafw5vchpwegpy4.jpeg?q=70,Daikin, Copper, No,44.0,1650.0,1.0,1
180,MarQ By Flipkart 1.5 Ton 5 Star Window AC  - White,4.2,25490.0,https://rukminim1.flixcart.com/image/312/312/k9re3rk0/air-conditioner-new/v/j/c/fkac155sfwaca-1-5-window-fixed-speed-marq-by-flipkart-original-imafrhckfugfeqjc.jpeg?q=70,MarQ, Copper, No,60.0,1520.0,1.0,0
181,"SAMSUNG 1.5 Ton 3 Star Split Inverter AC  - White, Blue",4.2,32990.0,https://rukminim1.flixcart.com/image/312/312/kg40k280/air-conditioner-new/n/z/y/ar18ty3qbbu-sps-1-5-split-samsung-inverter-original-imafwefyhzztgtzg.jpeg?q=70,SAMSUNG, Copper, No,52.0,1748.0,1.0,1
182,Voltas 1.5 Ton 4 Star Split Inverter AC  - White,4.2,33990.0,https://rukminim1.flixcart.com/image/312/312/kd4uj680/air-conditioner-new/h/f/k/184vszs-mps-1-5-split-voltas-inverter-original-imafu44gyd6gzkbp.jpeg?q=70,Voltas, Copper, No,52.0,1590.0,1.0,1
183,SAMSUNG 1.5 Ton 5 Star Split Inverter AC  - White,4.2,35490.0,https://rukminim1.flixcart.com/image/312/312/kl421e80/air-conditioner-new/o/5/u/ar18ty5qawknna-split-samsung-inverter-original-imagyb23g9erhyzk.jpeg?q=70,SAMSUNG, Copper, No,52.0,1465.0,1.0,1
184,Blue Star 1.5 Ton 5 Star Split Inverter AC  - White,4.3,43990.0,https://rukminim1.flixcart.com/image/312/312/k7xnukw0/air-conditioner-new/g/8/9/ic518datus-1-5-split-inverter-blue-star-original-imafq27smgbn9gn9.jpeg?q=70,Blue, Copper, No,45.0,1380.0,1.0,1
185,LG 1.5 Ton 3 Star Split Dual Inverter AC  - White,4.2,35750.0,https://rukminim1.flixcart.com/image/312/312/kjvrdzk0/air-conditioner-new/6/5/r/ms-q12uvza-split-dual-inverter-lg-original-imafzcqhx2y5ntsx.jpeg?q=70,LG, Copper, No,39.0,1150.0,1.0,1
186,SAMSUNG 1 Ton 4 Star Split Inverter AC  - White,4.2,29490.0,https://rukminim1.flixcart.com/image/312/312/kl8ccy80/air-conditioner-new/v/r/x/ar12aymzabe-split-samsung-inverter-original-imagye8cxeeuevz3.jpeg?q=70,SAMSUNG, Copper, No,26.0,1050.0,1.0,1
187,Daikin 1.5 Ton 3 Star Split AC  - White,4.0,33724.0,https://rukminim1.flixcart.com/image/312/312/kfsl18w0/air-conditioner-new/h/y/c/ftl50tv16v2-mps-1-5-split-daikin-fixed-speed-original-imafw5vchpwegpy4.jpeg?q=70,Daikin, Copper, No,44.0,634.0,1.0,1
188,"SAMSUNG 1.5 Ton 3 Star Split Inverter AC  - White, Blue",4.2,32990.0,https://rukminim1.flixcart.com/image/312/312/kg40k280/air-conditioner-new/n/z/y/ar18ty3qbbu-sps-1-5-split-samsung-inverter-original-imafwefyhzztgtzg.jpeg?q=70,SAMSUNG, Copper, No,44.0,1748.0,1.0,1
189,Voltas 1.5 Ton 4 Star Split Inverter AC  - White,4.2,33990.0,https://rukminim1.flixcart.com/image/312/312/kd4uj680/air-conditioner-new/h/f/k/184vszs-mps-1-5-split-voltas-inverter-original-imafu44gyd6gzkbp.jpeg?q=70,Voltas, Copper, No,52.0,1590.0,1.0,1
190,SAMSUNG 1.5 Ton 5 Star Split Inverter AC  - White,4.2,35490.0,https://rukminim1.flixcart.com/image/312/312/kl421e80/air-conditioner-new/o/5/u/ar18ty5qawknna-split-samsung-inverter-original-imagyb23g9erhyzk.jpeg?q=70,SAMSUNG, Copper, No,52.0,1465.0,1.0,1
191,Blue Star 1 Ton Solar PCU Split AC  - White,4.1,28999.0,https://rukminim1.flixcart.com/image/312/312/kqpj4i80/air-conditioner-new/f/s/v/fs312dltu-1-split-fixed-speed-blue-star-original-imag4zyff6y8pvqr.jpeg?q=70,Blue, Copper, No,43.0,1263.0,1.0,1
192,Godrej 1.5 Ton 3 Star Split Inverter AC  - White,4.3,32499.0,https://rukminim1.flixcart.com/image/312/312/jwpa8i80/air-conditioner-new/m/g/h/gic-18wtc3-wsb-1-5-split-inverter-godrej-original-imafhbm5dbkyhwrm.jpeg?q=70,Godrej, Copper, No,60.0,1840.0,1.0,1
193,MarQ By Flipkart 1 Ton 3 Star Split Inverter AC  - White,4.3,24490.0,https://rukminim1.flixcart.com/image/312/312/kmgn0cw0/air-conditioner-new/x/b/d/fkac103siaa21-split-marq-by-flipkart-inverter-original-imagfc9cxm5hz8xf.jpeg?q=70,MarQ, Copper, No,44.0,1195.0,1.0,1
194,Panasonic 2 Ton 4 Star Split Inverter AC  - White,4.2,50899.0,https://rukminim1.flixcart.com/image/312/312/kae95e80/air-conditioner-new/v/5/5/cs-cu-ku24wkyxf-2-split-inverter-panasonic-original-imafrz8yshy7qsaw.jpeg?q=70,Panasonic, Copper, No,48.0,1122.0,2.0,1
195,Blue Star 1 Ton Split Inverter AC  - White,4.2,32999.0,https://rukminim1.flixcart.com/image/312/312/kqpj4i80/air-conditioner-new/q/r/p/ic318dltu-1-5-split-inverter-blue-star-original-imag4nz9hhudy3yg.jpeg?q=70,Blue, Copper, No,21.0,649.0,1.0,1
196,"SAMSUNG 1.5 Ton 3 Star Split Inverter AC  - White, Brown",4.2,32990.0,https://rukminim1.flixcart.com/image/312/312/kg40k280/air-conditioner-new/g/v/v/ar18ty3qbbr-1-5-split-samsung-inverter-original-imafwefyybhvyxh7.jpeg?q=70,SAMSUNG, Copper, No,21.0,1748.0,1.0,1
197,Voltas 1.5 Ton 5 Star Window AC  - White,4.2,29360.0,https://rukminim1.flixcart.com/image/312/312/jiklh8w0/air-conditioner-new/t/r/z/185-lzh-1-5-window-voltas-original-imaf6cfdvqndh5yk.jpeg?q=70,Voltas, Copper, No,52.0,1748.0,1.0,0
198,MarQ By Flipkart 1.5 Ton 3 Star Window AC  - White,4.2,23490.0,https://rukminim1.flixcart.com/image/312/312/k9re3rk0/air-conditioner-new/w/4/t/fkac153sfwaca-1-5-window-fixed-speed-marq-by-flipkart-original-imafrhchtebfqwdw.jpeg?q=70,MarQ, Copper, No,60.0,1635.0,1.0,0
199,Daikin 2 Ton 3 Star Split Inverter AC  - White,4.2,57995.0,https://rukminim1.flixcart.com/image/312/312/kqb8pzk0/air-conditioner-new/4/o/r/gtkl71tv16t-split-daikin-inverter-original-imag4bz262pvhykp.jpeg?q=70,Daikin, Copper, No,49.0,1376.0,2.0,1
200,"SAMSUNG 1 Ton 3 Star Split Inverter AC  - White, Blue1",4.2,28990.0,https://rukminim1.flixcart.com/image/312/312/kt7jv680/air-conditioner-new/e/m/u/ar12ty3qbbunna-ar12ty3qbbuxna-split-inverter-samsung-original-imag6hwykd3qrmtc.jpeg?q=70,SAMSUNG, Copper, No,54.0,1150.0,1.0,1
201,Godrej 1.5 Ton 5 Star Split Inverter AC  - White,4.2,39399.0,https://rukminim1.flixcart.com/image/312/312/kcuug7k0/air-conditioner-new/b/r/u/gic-18mtc5-wsa-mps-1-5-split-godrej-inverter-original-imaftw6ya9qdgrzn.jpeg?q=70,Godrej, Copper, No,40.0,1380.0,1.0,1
202,Voltas 1.5 Ton Split Inverter AC  - White,5.0,35399.0,https://rukminim1.flixcart.com/image/312/312/k7gikcw0/air-conditioner-new/p/p/d/sac-183v-czt3-1-5-split-inverter-voltas-original-imafpz8wezsf4pqn.jpeg?q=70,Voltas, Copper, No,21.0,920.0,1.0,1
203,Whirlpool 1 Ton 3 Star Split Inverter AC  - White,4.2,26990.0,https://rukminim1.flixcart.com/image/312/312/kksmikw0/air-conditioner-new/0/m/e/1-5t-magicool-pro-5s-copr-inv-split-inverter-whirlpool-original-imagy25utwj6jgg7.jpeg?q=70,Whirlpool, Copper, Yes,42.0,1075.0,1.0,1
204,Panasonic 2 Ton 3 Star Split AC  - White,3.6,47500.0,https://rukminim1.flixcart.com/image/312/312/k4hcjgw0/air-conditioner-new/6/e/k/cs-cu-sc24sky5-new-2-split-fixed-speed-panasonic-original-imafndhrrxyzw9nu.jpeg?q=70,Panasonic, Copper, No,42.0,1710.0,2.0,1
205,Voltas 1.5 Ton Split Inverter AC with Wi-fi Connect  - White,4.0,33990.0,https://rukminim1.flixcart.com/image/312/312/krdtlzk0/air-conditioner-new/u/x/x/183v-dzq-1-5-split-inverter-lg-original-imag56rydbr2syj7.jpeg?q=70,Voltas, Copper, No,50.0,1710.0,1.0,1
206,Voltas 1.5 Ton Split Inverter AC with Wi-fi Connect  - White,4.0,33990.0,https://rukminim1.flixcart.com/image/312/312/krdtlzk0/air-conditioner-new/u/x/x/183v-dzq-1-5-split-inverter-lg-original-imag56rydbr2syj7.jpeg?q=70,Voltas, Copper, Yes,45.0,1400.0,1.0,1
207,MarQ By Flipkart 1 Ton 3 Star Split Inverter AC  - White,4.3,24490.0,https://rukminim1.flixcart.com/image/312/312/kmgn0cw0/air-conditioner-new/x/b/d/fkac103siaa21-split-marq-by-flipkart-inverter-original-imagfc9cxm5hz8xf.jpeg?q=70,MarQ, Copper, No,44.0,1195.0,1.0,1
208,CANDY 1.5 Ton 3 Star Split Dual Inverter AC  - White,4.0,30490.0,https://rukminim1.flixcart.com/image/312/312/kmp7ngw0/air-conditioner-new/9/a/l/c18f13inv-split-candy-dual-inverter-original-imagfjhyghgmhav2.jpeg?q=70,CANDY, Copper, No,28.0,1089.0,1.0,1
209,Lloyd . 1.5 Ton 5 Star Split Inverter with PM 2.5 Filter AC  - White,3.8,39599.0,https://rukminim1.flixcart.com/image/312/312/km82d8w0/air-conditioner-new/l/h/p/ls18i56wbel-1-5-split-lloyd-inverter-original-imagf686z6ehxgzt.jpeg?q=70,Lloyd, Copper, No,48.0,1012.0,1.0,1
210,Blue Star 1.5 Ton 3 Star Split Inverter AC  - White,4.2,36990.0,https://rukminim1.flixcart.com/image/312/312/kkfrjww0/air-conditioner-new/1/i/x/ic318vbtu-split-inverter-blue-star-original-imafzs9qhfh2hjmr.jpeg?q=70,Blue, Copper, No,48.0,1012.0,1.0,1
211,SAMSUNG 1 Ton 4 Star Split Inverter AC  - White,4.2,29490.0,https://rukminim1.flixcart.com/image/312/312/kl8ccy80/air-conditioner-new/v/r/x/ar12aymzabe-split-samsung-inverter-original-imagye8cxeeuevz3.jpeg?q=70,SAMSUNG, Copper, No,44.0,634.0,1.0,1
212,CARRIER 1.5 Ton 3 Star Split Inverter AC with PM 2.5 Filter  - White,4.3,32990.0,https://rukminim1.flixcart.com/image/312/312/jtyouq80/air-conditioner-new/s/f/8/18k-3-star-ester-neo-inverter-r32-idu-i011-18k-3star-inverter-original-imaff727rpzg3nhz.jpeg?q=70,CARRIER, Copper, No,42.0,1750.0,1.0,1
213,LG 2 Ton 3 Star Split Dual Inverter AC  - White,4.4,49490.0,https://rukminim1.flixcart.com/image/312/312/k6zda4w0/air-conditioner-new/q/2/g/ls-q18ynya-1-5-split-dual-inverter-lg-original-imafpbhwqgtyvxu9.jpeg?q=70,LG, Copper, No,34.0,1232.0,2.0,1
214,Panasonic 1 Ton Split Inverter AC  - White,4.2,37119.0,https://rukminim1.flixcart.com/image/312/312/kmax8y80/air-conditioner-new/h/b/n/cs-tu12wky-1-split-panasonic-inverter-original-imagf8ct9p7pd8se.jpeg?q=70,Panasonic, Copper, No,54.0,1150.0,1.0,1
215,LG 1.5 Ton 5 Star Split Dual Inverter AC  - White,5.0,42990.0,https://rukminim1.flixcart.com/image/312/312/kmqn3bk0/air-conditioner-new/q/0/i/ms-q18gnza-split-lg-dual-inverter-original-imagfkfhqcvzgf3c.jpeg?q=70,LG, Copper, No,31.0,1050.0,1.0,1
216,Daikin 1 Ton 3 Star Split Inverter AC  - White,3.2,30139.0,https://rukminim1.flixcart.com/image/312/312/ju1jqfk0/air-conditioner-new/d/g/j/gtl35tv16w1-1-split-daikin-inverter-original-imaff974fc3bwea6.jpeg?q=70,Daikin, Copper, No,46.0,1200.0,1.0,1
217,"SAMSUNG 1 Ton 3 Star Split Triple Inverter AC  - White, Blue",4.1,31490.0,https://rukminim1.flixcart.com/image/312/312/k6qsn0w0/air-conditioner-new/5/s/w/ar12tv3jfmcnna-ar12tv3jfmcxna-1-split-dual-inverter-samsung-original-imafp4uhc7qpudxz.jpeg?q=70,SAMSUNG, Copper, No,21.0,1060.0,1.0,1
218,Whirlpool 1 Ton 3 Star Split Inverter AC  - White,4.2,26990.0,https://rukminim1.flixcart.com/image/312/312/kksmikw0/air-conditioner-new/0/m/e/1-5t-magicool-pro-5s-copr-inv-split-inverter-whirlpool-original-imagy25utwj6jgg7.jpeg?q=70,Whirlpool, Copper, No,42.0,1075.0,1.0,1
219,LumX 1.5 Ton 3 Star Split Inverter AC  - White,4.2,26990.0,https://rukminim1.flixcart.com/image/312/312/kr58yvk0/air-conditioner-new/v/g/j/lx184inhdm-split-inverter-lumx-original-imag5yd8da5wgfgj.jpeg?q=70,LumX, Copper, No,43.0,1600.0,1.0,1
220,Daikin 1.8 Ton 3 Star Split Inverter with AG Ion Filter AC  - White,4.2,49990.0,https://rukminim1.flixcart.com/image/312/312/knoxnrk0/air-conditioner-new/p/8/e/atkl50tv16wc-split-daikin-inverter-original-imag2b4vgzymhdz5.jpeg?q=70,Daikin, Copper, No,38.0,1970.0,1.0,1
221,Sansui 1.5 Ton 3 Star Split AC with PM 2.5 Filter  - White,4.3,28990.0,https://rukminim1.flixcart.com/image/312/312/k1jlyfk0/air-conditioner-new/p/t/y/sac153sfa-1-5-split-fixed-speed-sansui-original-imafh3fegc5dbwzg.jpeg?q=70,Sansui, Copper, No,37.0,1413.0,1.0,1
222,MarQ By Flipkart 1.5 Ton 5 Star Window AC  - White,4.2,25490.0,https://rukminim1.flixcart.com/image/312/312/k9re3rk0/air-conditioner-new/v/j/c/fkac155sfwaca-1-5-window-fixed-speed-marq-by-flipkart-original-imafrhckfugfeqjc.jpeg?q=70,MarQ, Copper, No,60.0,1520.0,1.0,0
223,"LG 1 Ton 3 Star Split Dual Inverter AC  - White, Maroon",4.3,35990.0,https://rukminim1.flixcart.com/image/312/312/kd7pevk0/air-conditioner-new/m/h/h/ks-q12wnxd-mps-1-split-lg-dual-inverter-original-imafu5nbye7ek5fz.jpeg?q=70,LG, Copper, No,21.0,1080.0,1.0,1
224,LG 1.5 Ton 3 Star Split Inverter AC  - White,4.4,40490.0,https://rukminim1.flixcart.com/image/312/312/kd4uj680/air-conditioner-new/7/g/x/js-q18cpxd2-mps-1-5-split-lg-inverter-original-imafu44g9sdp2ehu.jpeg?q=70,LG, Copper, No,31.0,1840.0,1.0,1
225,LG 1.5 Ton 5 Star Split Dual Inverter AC  - White,5.0,43990.0,https://rukminim1.flixcart.com/image/312/312/kmqn3bk0/air-conditioner-new/c/w/s/ms-q18snza-split-lg-dual-inverter-original-imagfkfhbbmtzqf3.jpeg?q=70,LG, Copper, No,31.0,1050.0,1.0,1
226,SAMSUNG 1.5 Ton 5 Star Split Inverter AC  - White,4.2,35490.0,https://rukminim1.flixcart.com/image/312/312/kl421e80/air-conditioner-new/o/5/u/ar18ty5qawknna-split-samsung-inverter-original-imagyb23g9erhyzk.jpeg?q=70,SAMSUNG, Copper, No,52.0,1465.0,1.0,1
227,LumX 1.5 Ton 3 Star Split Inverter AC  - White,4.2,26990.0,https://rukminim1.flixcart.com/image/312/312/kr58yvk0/air-conditioner-new/v/g/j/lx184inhdm-split-inverter-lumx-original-imag5yd8da5wgfgj.jpeg?q=70,LumX, Copper, No,21.0,1060.0,1.0,1
228,Daikin 1.8 Ton 3 Star Split Inverter with AG Ion Filter AC  - White,4.2,49990.0,https://rukminim1.flixcart.com/image/312/312/knoxnrk0/air-conditioner-new/p/8/e/atkl50tv16wc-split-daikin-inverter-original-imag2b4vgzymhdz5.jpeg?q=70,Daikin, Copper, No,43.0,1600.0,1.0,1
229,SAMSUNG 1 Ton 4 Star Split Inverter AC  - White,4.2,29490.0,https://rukminim1.flixcart.com/image/312/312/kl8ccy80/air-conditioner-new/v/r/x/ar12aymzabe-split-samsung-inverter-original-imagye8cxeeuevz3.jpeg?q=70,SAMSUNG, Copper, No,38.0,1970.0,1.0,1
230,Sansui 1.5 Ton 3 Star Split AC with PM 2.5 Filter  - White,4.3,28990.0,https://rukminim1.flixcart.com/image/312/312/k1jlyfk0/air-conditioner-new/p/t/y/sac153sfa-1-5-split-fixed-speed-sansui-original-imafh3fegc5dbwzg.jpeg?q=70,Sansui, Copper, No,44.0,634.0,1.0,1
231,"LG 1 Ton 3 Star Split Dual Inverter AC  - White, Maroon",4.3,35990.0,https://rukminim1.flixcart.com/image/312/312/kd7pevk0/air-conditioner-new/m/h/h/ks-q12wnxd-mps-1-split-lg-dual-inverter-original-imafu5nbye7ek5fz.jpeg?q=70,LG, Copper, No,37.0,1080.0,1.0,1
232,LG 1.5 Ton 3 Star Split Inverter AC  - White,4.4,40490.0,https://rukminim1.flixcart.com/image/312/312/kd4uj680/air-conditioner-new/7/g/x/js-q18cpxd2-mps-1-5-split-lg-inverter-original-imafu44g9sdp2ehu.jpeg?q=70,LG, Copper, No,21.0,1840.0,1.0,1
233,SAMSUNG 1.5 Ton 5 Star Split Inverter AC  - White,4.2,35490.0,https://rukminim1.flixcart.com/image/312/312/kl421e80/air-conditioner-new/o/5/u/ar18ty5qawknna-split-samsung-inverter-original-imagyb23g9erhyzk.jpeg?q=70,SAMSUNG, Copper, No,31.0,1465.0,1.0,1
234,LG 1.5 Ton 5 Star Split Dual Inverter AC  - White,5.0,43990.0,https://rukminim1.flixcart.com/image/312/312/kmqn3bk0/air-conditioner-new/c/w/s/ms-q18snza-split-lg-dual-inverter-original-imagfkfhbbmtzqf3.jpeg?q=70,LG, Copper, No,52.0,1050.0,1.0,1
235,Panasonic 1.5 Ton 3 Star Split Inverter Smart AC with PM 2.5 Filter with Wi-fi Connect  - White,4.3,36990.0,https://rukminim1.flixcart.com/image/312/312/knhsgi80/air-conditioner-new/j/q/d/cs-cu-su18wkytw-r32-cs-cu-su18wkytw-split-panasonic-inverter-original-imag26fwrvjm9qme.jpeg?q=70,Panasonic, Copper, No,43.0,1056.0,1.0,1
236,LG 2 Ton 3 Star Split Dual Inverter AC  - White,4.3,49490.0,https://rukminim1.flixcart.com/image/312/312/kjvrdzk0/air-conditioner-new/e/x/q/ms-q12apye-split-dual-inverter-lg-original-imafefdpxqxgzakn.jpeg?q=70,LG, Copper, Yes,34.0,2090.0,2.0,1
237,MarQ By Flipkart 1 Ton 3 Star Split Inverter AC  - White,4.3,24490.0,https://rukminim1.flixcart.com/image/312/312/kmgn0cw0/air-conditioner-new/x/b/d/fkac103siaa21-split-marq-by-flipkart-inverter-original-imagfc9cxm5hz8xf.jpeg?q=70,MarQ, Copper, No,34.0,1195.0,1.0,1
238,LG 1.5 Ton 3 Star Split Inverter AC  - White,4.3,37000.0,https://rukminim1.flixcart.com/image/312/312/kd4uj680/air-conditioner-new/z/t/w/js-q18nuxa2-mps-1-5-split-lg-inverter-original-imafu44gnhdgfn87.jpeg?q=70,LG, Copper, No,44.0,1855.0,1.0,1
239,Daikin 1.8 Ton 2 Star Split AC  - White,4.3,42940.0,https://rukminim1.flixcart.com/image/312/312/kkyc9zk0/air-conditioner-new/s/j/t/ftq60tv16u2-sps-split-fixed-speed-daikin-original-imagy6khdgymqhze.jpeg?q=70,Daikin, Copper, No,35.0,1855.0,1.0,1
240,Godrej 2 Ton 3 Star Window AC  - White,4.5,32990.0,https://rukminim1.flixcart.com/image/312/312/k6pd7680/air-conditioner-new/d/y/h/ac-2t-gwc-24utc3-wsa-3s-2-window-fixed-speed-godrej-original-imafp3zhqygczfdc.jpeg?q=70,Godrej, Copper, No,53.0,1625.0,2.0,0
241,"SAMSUNG 1.5 Ton 3 Star Split Inverter AC  - White, Brown",4.2,32990.0,https://rukminim1.flixcart.com/image/312/312/kg40k280/air-conditioner-new/g/v/v/ar18ty3qbbr-1-5-split-samsung-inverter-original-imafwefyybhvyxh7.jpeg?q=70,SAMSUNG, Copper, No,52.0,1748.0,1.0,1
242,Panasonic 1 Ton 5 Star Split Inverter AC  - White,4.4,48990.0,https://rukminim1.flixcart.com/image/312/312/kd4uj680/air-conditioner-new/p/x/r/cs-cu-tu12vkyw-inverter-r32-mps-1-split-panasonic-inverter-original-imafu44gvhbacxdy.jpeg?q=70,Panasonic, Copper, No,45.0,880.0,1.0,1
243,CARRIER 2 Ton 3 Star Split Inverter AC  - White,4.3,45490.0,https://rukminim1.flixcart.com/image/312/312/klfhk7k0/air-conditioner-new/r/4/d/24k-3-star-ester-nxi-inverter-r32-split-ac-split-carrier-original-imagyk2qnztmrjsz.jpeg?q=70,CARRIER, Copper, No,39.0,1985.0,2.0,1
244,Midea 2 Ton 3 Star Split Inverter AC  - White,4.3,39490.0,https://rukminim1.flixcart.com/image/312/312/kcz4rrk0/air-conditioner-new/e/d/2/24k-3-star-santis-pro-dlx-inverter-r410a-mi003-24k-3-star-inv-original-imaftzfytzvgnp8d.jpeg?q=70,Midea, Copper, No,46.0,2045.0,2.0,1
245,"SAMSUNG 1 Ton 3 Star Split Inverter AC  - White, Blue1",4.2,28990.0,https://rukminim1.flixcart.com/image/312/312/kt7jv680/air-conditioner-new/e/m/u/ar12ty3qbbunna-ar12ty3qbbuxna-split-inverter-samsung-original-imag6hwykd3qrmtc.jpeg?q=70,SAMSUNG, Copper, No,54.0,1150.0,1.0,1
246,LG 1.5 Ton 3 Star Split Dual Inverter AC  - White,4.4,37990.0,https://rukminim1.flixcart.com/image/312/312/jza5uvk0/air-conditioner-new/j/n/c/ks-q18enza-1-5-split-inverter-lg-original-imafjbvegrfhtrjk.jpeg?q=70,LG, Copper, No,26.0,1740.0,1.0,1
247,"ONIDA 1 Ton 3 Star Split Inverter Smart AC with Wi-fi Connect  - Silver, White",4.3,27990.0,https://rukminim1.flixcart.com/image/312/312/jua4djk0/air-conditioner-new/p/r/e/ir183gno-1-5-split-onida-inverter-original-imaffgf3h6yqcw3f.jpeg?q=70,ONIDA, Copper, No,30.0,1050.0,1.0,1
248,Daikin 1 Ton 3 Star Split Inverter AC  - White,4.1,30150.0,https://rukminim1.flixcart.com/image/312/312/kfsl18w0/air-conditioner-new/6/q/t/ftkl35tv16x-rkl35tv16x-mps-1-split-daikin-inverter-original-imafw5vcdm6khuxd.jpeg?q=70,Daikin, Copper, Yes,51.0,1110.0,1.0,1
249,Whirlpool 1 Ton 3 Star Split Inverter AC  - White,4.2,26990.0,https://rukminim1.flixcart.com/image/312/312/kksmikw0/air-conditioner-new/0/m/e/1-5t-magicool-pro-5s-copr-inv-split-inverter-whirlpool-original-imagy25utwj6jgg7.jpeg?q=70,Whirlpool, Copper, No,42.0,1075.0,1.0,1
250,Hisense 1 Ton 3 Star Split Inverter Smart AC with Wi-fi Connect  - White,4.3,28490.0,https://rukminim1.flixcart.com/image/312/312/kbs9k7k0/air-conditioner-new/x/u/w/as-12tw4rmrka00-1-split-hisense-inverter-original-imaftfskwyzz9zak.jpeg?q=70,Hisense, Copper, No,34.0,1200.0,1.0,1
