title,description,location,features,date,price
asus tuf vg27a 280hz open box totally new,asus tuf vg27a 280hz open box totally new,2021-09-21T05:14:14+0000,"₹ 26,499"
HP commercial laptop Imported,"Make : Hp   Model : EliteBook   Condition : Refurbished   Color : Silver   Type : Commercial Laptop   Series : EliteBook   Processor : Core i5 2nd   Ram : 4Gb   HardDrive : 320GB   Graphics : 2Gb   ScreenSize : 14""   BatteryBackup : 2 Hours +   Includes : Commercial WiFi, Bluetooth, HD Webcam, Dual trackpad, Fingerprint Sensor, Backlit Keyboard, Silent CPU, Sorround Sound Speaker, 3.0 USB, Matte Screen, Charger, Bill  Warranty : 3 Months with bill.",2021-09-17T13:31:20+0000,"₹ 15,999"
Apple imported laptop,"Make : Apple   Model : A1278   Condition : Refurbished   Color : Silver   Type : MacBook   Series : MacBook Pro   Processor : Core i5   Ram : 4Gb   HardDrive : 500GB   Graphics : 1.5Gb Intel Dedicated   ScreenSize : 13""   BatteryBackup :2 Hours+   Includes : Commercial WiFi, Bluetooth, HD Webcam, Dual trackpad, Fingerprint Sensor, Backlit Keyboard, Silent CPU, Sorround Sound Speaker, 3.0 USB, Matte Screen, Charger, Bill. FREE BAG   Warranty : 3 Months with bill",2021-09-17T13:31:20+0000,"₹ 26,500"
HP Folio G1  Touch screen laptop Premium  Laptop,"Make : Hp   Model : Folio G1   Condition : New   Color : Gunmetal   Type : Premiership UltraBook   Series : Elitebook   Processor : core m5 7th   Ram : 8Gb   HardDrive : 512Gb SSD   Graphics : 2Gb   ScreenSize : 13.5""   BatteryBackup : 6 Hours+   Includes : Commercial WiFi, Bluetooth, HD Webcam, Dual trackpad, Fingerprint Sensor, Backlit Keyboard, Silent CPU, Sorround Sound Speaker, 3.0 USB, Matte Screen, Charger, Bill with Free Bag   Warranty : 3 Months with bill.",2021-09-17T13:16:19+0000,"₹ 51,999"
55 inch smart Sony panel LED TV,One year warranty two months replacement with bill   All size available 24 to 55 inch Visit have free live demo  HD Quality Len port 4K USB cable VGA port       HDMI port Full screen TV  Download App  Bank account transfer Credit debit card accepted  Flat screen TV  WiFi connection best,2021-09-17T13:13:17+0000,"₹ 30,000"
Brand new imported laptop,"Make : Hp   Model : 1030 G2   Condition : New   Color : OffWhite aluminium   Type : UltraBook x360   Series : Elitebook   Processor : core i7 7th   Ram : 8Gb   HardDrive : 512Gb SSD   Graphics : 4Gb   ScreenSize : 14""   BatteryBackup : 6 Hours+   Includes : Commercial WiFi, Bluetooth, HD Webcam, Dual trackpad, Fingerprint Sensor, Backlit Keyboard, Silent CPU, Sorround Sound Speaker, 3.0 USB, Matte Screen, Charger, Bill with Free Bag   Warranty : 3 Months with bill.",2021-09-17T13:01:19+0000,"₹ 66,999"
Best Gaming PC,Selling power full gaming pc Specs - Processor - i5 4590 quad core Motherboard - Gigabyte b85 d3h crossfire supported Ram - 16Gb corsair  Vengeance  1 Tb hardisk  PSU -Cooler master 550watt 80plus Cabinet - DF500 RGB ANTEC Serious buyers contact me.,2021-09-17T12:45:46+0000,"₹ 28,000"
I 3 prosser,Sony laptop,2021-09-17T12:27:02+0000,"₹ 13,000"
"1.5year old -Dell Laptop-bill,i5-5th gen,4gb,15inch,3hr backup","Dell 640 -Window 10 -original ,ms office -100% working- and all original accessories ,Intel core i5-5th gen ,4gb ram,320gb hard disk,2gb intel graphic card,camera,3hour backup,14.5inch screen-100% working...",2021-09-17T12:01:44+0000,"₹ 17,700"
Canon  IR3300,Photocopier Machine,2021-09-17T11:41:03+0000,"₹ 25,000"
Dell laptop,"All brands laptops available- Dell, hp, Acer, Apple, etc,. All electric gadgets availbale at affordable prices. Accessories of laptops, Pc,etc,. Cash on delivery available. Contact me at Telegram rn@8956",2021-09-17T11:37:00+0000,"₹ 9,000"
HP EliteBook 745 g3,"HP EliteBook 845, 1.5 years old. No scratches, no dents on the body. Everything is working fine. Details:- 1. 8GB RAM, 2. 512 SSD storage 3. windows 10 pro original 4. Inbuilt graphic card 5. 64-bit processor 6. AMD PRO A10 processor equivalent to i7 7. HD camera 8. Bang & Olufsen audio 9. With a subscription to the Microsoft apps 10. Fully laminated",2021-09-17T10:25:27+0000,"₹ 35,000"
"Gaming pc - best for all eg-coding,video editing & professionals works",Items in this are -   I5 9 th gen  Ssd -240 gb kingston  Hard drive - 500 gb  Total gb -740 storage  Graphics card - gtx  710  Mother’s board asus prime 310   Ram -8 gb  Zebronics power supply    Cabinet- zeb artis  With - 30+ mods of lights  + glass for better looks in cabinet  With -3 cooling fans rgb and one led strip of rgb  Best video quality ever  And used only 10 -20 days  But buyed 7-8 months ago  4 month warranty left of each part and processor and cabinet,2021-09-17T10:01:42+0000,"₹ 40,000"
SEAL PACKED M1 MacBook Air FIXED PRICE Bill ₹92900,"SEAL PACKED M1 MacBook Air FIXED PRICE Bil ₹92900 Bill Date:  9/9/2021                                       Apple M1 Chip with 8‑Core CPU and 7‑Core GPU  256GB Storage Apple M1 chip with 8‑core CPU, 7‑core GPU and 16‑core Neural Engine 8GB unified memory 256GB SSD storage¹ Retina display with True Tone Magic Keyboard Touch ID",2021-09-17T10:00:23+0000,"₹ 87,000"
"Samsung watch 4, silver 44mm brand new","Samsung watch 4, 44mm , silver brand new , 1 week old only unsed . Fixed price, no bargain, yes or no price, only serious buyers call",2021-09-20T08:16:16+0000,"₹ 20,990"
MACBOOK PRO 15 2018 model,"Macbook pro 2018 model Processor: Core i7  Ram: 16GB Storage: 256GB Battery cycle: 175 15” screen size 6-7 hours battery backup Bill amount: 1,95,000  Macbook is very less used and condition is mint. I can give bill but box is misplaced   No negotiations",2021-09-20T08:15:23+0000,"₹ 85,000"
Dell latitude laptop 4gb ram 500gb hdd,Dell latitude laptop is best condition me hai koi dikat nahi hai only charger hai original bill nahi hai me apni id de dunga,2021-09-20T08:05:50+0000,"₹ 19,000"
Lenovo laptop AMD A8-  8gbram-1000gbhdd,LENOVO idea pad AMD A8- 8gbram-1000gbhdd-15.6 display good condition laptop,2021-09-20T07:29:10+0000,"₹ 18,000"
STOCK CLEARANCE SALE! USED DELL LAPTOP ON HEAVY DISCOUNT + BILL,"लेपटॉप की कोई भी जानकारी के लिए आप तुरंत कॉल करे:- ９８７1７1００８５ . . . . . . . . . . . . . . . . . . . . (1) DELL Series Used Laptop (2) Intel Core i 5 (3) A++ Laptop (4) Ram 4 GB | Hdd 320 GB  (5) Warranty : 3 MONTH | USED Time : 1 Yr (Expected)  . . . . . . . . . . . . . . . . . . . . RAM & HDD : EASILY UP-GRADABLE . . . . . . . . . . . . . . . . . . . . Address : ９８７1７1００８５ JHANDEWALAN METRO , EXIT GATE NO 2 ( NEAR METRO ) . . . . . . . . . . . . . . . . . . . . Payment Mode : Cash on Delivery / EMI / Card Swipe Etc.  Core 2 Duo / Core i 5 / Core i 7 Pre-Owned Mini / NoteBook / UltraBook . . . . . . . . . . . . . . . . . . . . OFFICE TIME : 11.30 AM - 7.30 PM (Sunday Open) ** COD AVAILABLE ALL INDIA **  LOCATION_MAP : 16c40cc6-b909-415f-a6db-8f6df17fa1d3   Available Models :  - - - - - - - - - - - - - -  #Dell4310 #Dell6410 #Dell6420 #Dell6430 #Dell6330 #Dell3350 #Dell5450 #Dell7450  #HP8470 #HP9470 #HP840G1 #HP840G2     TAG: #DELL #DELL #LENOVO #Used #Used #DELL #Used #LENOVO #LENOVO #UltraBook #Laptop #Notebook #Notebook #Corprate-Used #Mini #LENOVO #Mini #SecondHand #Used #Mini #Preowned #Laptop #Apple #Mini",2021-09-20T07:00:24+0000,"₹ 13,999"
Hp probook,I3 2nd generation 4gb ram 320gb hard disk,2021-09-20T06:15:56+0000,"₹ 15,000"
Hp laptop- 4gbram-120gbhdd-14 inch,HP laptop-4gbram-120gbhdd-14 inch good condition laptop,2021-09-20T05:45:32+0000,"₹ 8,500"
Desktop pc  computer windows 7 2gb ram,Only call Number photos me mention h   Intex cpu   monitor  cpu  mouse  keyboard  all cables done   good condition  running,2021-09-20T05:44:47+0000,"₹ 5,500"
Branded Loot Sale dell hp lenovo laptop in mint Condition,"Dell Lattitude i5 Commercial Laptop In very   Good Condition   4GB Ram  320GB HDD  Webcam,Dvd,Wifi  Never Repaired  Original Window (With Licence Key)  All Genuine Accessories Available  Original Battery And Charger  Very Good Battery Backup  Fixed Price  Contact For Bulk Price",2021-09-10T15:11:44+0000,"₹ 12,999"
ONE STOP FOR BRANDED LAPTOPS & DESKTOPS HP DELL**VARIETY  FOR ALL**,*We deals in corporate Used Laptops/Desktops A-grade Selected models*  **we have variety of models**brands**configurations**HP*DELL**LENOVO**   **LAPTOPS**  **Core i5 series **1st gen to 6th gen**  **4gb*8gb*16gb**320gb 500gb**1 TB**SSD hard drive**  **Price range**16999 to 24999**   **Many models available in ultra books/touch screen/high-end series**    **DESKTOPS**CPU**TFTs**  ***core i3**core i5**core i7**cpu**xeon work station  **Price range***7999 to 16999**  **Variety for all users/works many models**    Shree Ganpati Infotech Near kanhaiya nagar metro (Ashok vihar) Check facebook page**LAPPY ZONE**,2021-09-16T11:38:18+0000,"₹ 16,999"
6th Gen Pc Desktop,SEE PICS FOR DETAILS  #High speed laptop ssd #bluetooth enabled #2 wifi card tp link and mediatek #ppt coral draw c++ #editing and Adobe Photoshop run smooth #Microsoft office complete package #games run smooth integrated graphic card,2021-08-23T10:15:24+0000,"₹ 21,000"
hp m6 envy laptop base,hp m6 envy laptop base new,2021-09-20T05:24:43+0000,"₹ 2,000"
Gaming pc 8gbram i5 processor gt 710 2gb graphics card,Under warranty 8months  from neheru place,2021-09-20T04:47:20+0000,"₹ 26,000"
Microsoft Surface Pro 128GB,Sparingly used Microsoft Surface pro with original Microsoft keyboard flap. Intel Core i5 5th Gen | 4GB Ram | 128GB SSD | 12” Touch screen,2021-09-20T02:40:37+0000,"₹ 40,000"
Printing available,Printing services available for pdf pages,2021-09-19T21:23:06+0000,"₹ 8,000"
APPLE Air  macbook,I am selling my Air macbook,2021-09-19T19:52:36+0000,"₹ 50,000"
Laptop 3/128 basic,Charger on laptop argnt sale,2021-09-19T19:46:44+0000,"₹ 5,000"
"Apple Macbook Pro 13inch 
Model A1278 2012 year 
8/256gb fully okay",Apple Macbook Pro 13inch  Model A1278 2012 year  Intel i5 2.5ghz processor 8Gb Ram 256Gb Ssd 1.5Gb Graphics card  4 hours battery backup  All working  fully  ok condition,2021-09-19T18:27:11+0000,"₹ 30,500"
Apple macbook Pro 13-inch,MacBook Pro Model 2012  Display 13 inch  i5 processor  Graphics 4000 8Gb Ram / 240 SSD  Battery backup 5 hours All working condition,2021-09-19T18:24:20+0000,"₹ 30,000"
Want to SALE laptops,"i5, and i7, Dell latitude model E6430. 8 GB RAM, 500 GB Hard Drive. i5, Rate 22000 RS To i7, 28000 RS",2021-09-19T18:15:13+0000,"₹ 22,000"
Gaming Pc best for all,Items in this are -   I5 9 th gen  Ssd -240 gb kingston  Hard drive - 500 gb  Total gb -740 storage  Graphics card - gtx  710  Mother’s board asus prime 310   Ram -8 gb  Zebronics power supply    Cabinet- zeb artis  With - 30+ mods of lights  + glass for better looks in cabinet   Best video quality ever  And used only 10 -20 days  But buyed 7-8 months ago  4 month warranty left of each part and processor and cabinet,2021-09-17T09:51:03+0000,"₹ 42,000"
Creative Sound Blaster Z 5.1 Sound Card,Creative Sound Blaster Z 5.1 PCIe Sound Card with Beamforming Microphone  Condition: Very less use (like brand new)  Imported from California USA,2021-09-17T09:50:19+0000,"₹ 10,000"
LENOVO T440 - i5.4th-4gbram-500gb -14 inch,LENOVO T440- i5.4th-4gbram-500gbhdd-14 INCH import Laptop,2021-09-17T09:36:54+0000,"₹ 23,500"
Lenovo ThinkPad T430,Lenovo ThinkPad T430 i5 3rd Gen 4gb Ram 320/500 Gb Hdd Org Charger Org battery *IMPORT MATERIAL*,2021-09-17T09:32:01+0000,"₹ 18,000"
High Performance PC (Gaming+Professional) i7 9th Gen 1TB + SSD,Specifications ::  Intel i7 9th Generation 3.6 GHz 16 GB RAM  WiFi  6GB Graphic Card 1060 NVidia  1TB HDD + 500GB  550 Watt CoolerMaster PowerSupply Aurus RGB Gaming Cabinet  — Rarely Used  In Brand New Condition + 18 Inch Monitor (Zebronics) + Keyboard & Mouse + Acoustic Foam,2021-09-17T09:16:39+0000,"₹ 76,000"
Genexis Dual antenna wifi router,"Most compact FTTH WiFi ONT supporting 1xFE + 1xGE + 1xVOICE + WiFi (11n ), the format and design is built to fit the market demands in most optimal way, and provides High quality services supporting WiFi, High bandwidth Gigabit Data, Quality voice service, Cable TV and IPTV services.",2021-09-17T09:01:59+0000,"₹ 1,200"
Msi laptop i5 10 gen in warranty with brand new condition,8gb ram 512 ssd with window 10 upgradable into window 11,2021-09-17T08:29:35+0000,"₹ 38,000"
Cpu computer for sale only motherboard dead,"Cpu computer for sale only motherboard dead Only motherboard dead all parts are working  Cabinet  Lpddr4 4gb ram (2x2)  1tb hard disk drive  Core 2 duo processor Power supply, cpu fan    If you want  Led monitor (vga port)     4,000rs Pro dot keyboard (wired)  350rs Dell wired mouse (wired)  350rs Glink speakers (wired)      350rs",2021-09-17T08:04:35+0000,"₹ 4,000"
Cpu core i3,Processor- Intel core i3 3220 Ram- 2x4gb ddr3 Ram Storage- 1tb wd hardrive (1 year old still in warranty) Graphic Card- nvidia gtx 210 Gigabyte motherboard 2 usb 3.0 ports and 6 usb 2.0 ports Cd/dvd drive also installed Tp link wifi adapter is also installed in pc.,2021-09-17T07:42:19+0000,"₹ 12,999"
HP laptop original battery,"Hp battery's  4 cell model (Hs04), with guaranty, bill available,just one month old",2021-09-17T07:02:42+0000,"₹ 2,800"
CHIP PRICE SHOP,We have provided branded & assembled desktop starting range 4??? assembled the best gaming pc with good price,2021-09-17T06:59:38+0000,"₹ 5,500"
Hp ProBook 4420s i3,"i3 laptop hp .. 2 hrs + battery backup , adaptor, 3 gb ram, 300 gb harddisk",2021-09-17T06:53:13+0000,"₹ 13,700"
Lenovo all in one PC indeacentre,"Windows 10 pro  Intel r celeron (r) j4005 cpu 2.00ghz, mhz 2 core  Ram 4gb 1tb  1 year old",2021-09-17T04:45:34+0000,"₹ 24,000"
Lenovo all in one pc ideacentre aio 330- 201gm,"Lenovo all in one pc. It's a brand new machine. Hardly used. Bought last year.  Perfectly working.  Location Paschim Vihar   Windows 10 pro Intel(r) celeron (r) j4005 cpu  2.00ghz , mhz 2 core  Ram - 4gb and 1 TB hard drive  Reason of Sale - We are not using the machine so thought to sell the machine.",2021-09-17T04:32:11+0000,"₹ 23,000"
10x Faster SLIM Hp elitebook 745G2 A8 AMD/4/500,"SLIM Hp elitebook 745G2 A8 AMD/4/500   *Hp Elitebook 745G2* *_Specs_*       -  _Cpu_            - AMD A8 5th Gen _Ram_           - 4Gb  _hdd_            - 500 _Screen_       - 14.1 _Webcam_    - Yes _Warranty_    - 30 Days _Battery_.      - *GOOD* Price - 26500  हमरे पास सभी प्रकार के Latest Generation के Laptop Available रहते हैं वो भी सभी बड़ी कम्पनियो के  हम सिर्फ लैपटॉप नहीं बेकते, लैपटॉप खरीदने के बाद आपको 6 महीने तक आपको सपोर्ट भी देते हैं  सब  से  अच्छे   की  गारंटी   सब  से  सस्ते  की  गारंटी   सब  दिन  सहयोग  की  गारंटी  Search for ""LapMall Store"" on Google /YouTube to understand company work process  FAQ:- Q1: Can I Upgrade the RAM to 16GB? A: Yes You can upgrade on the spot at a nominal cost.  Q2: Is the Price Negotiable? A: Yes You can Negotiable upon Visit.  Q3: Do I get the Laptop Bill? A: Yes.  Q4: Do I get Warranty for the Laptop? A: Yes. All Laptops come with one month Warranty  Q5: Is the Laptop tested? A: Yes. We do Stress test, Heavy Load Test and RAM, HDD and Sound device test, before delivered to the customer.  Q6: What life we can expect from these Laptop, if buy from LapMall A: You can expect minimum 5 year to 10 year of life, if you Used laptop from LapMall  Q7: What is the performance of these laptop A: These Laptop is really great in performance  Q8: Can i buy on Emi ?  A: Yes,  Buy with Easy EMI Payment Options  1 - *Credit card EMI* Simply Pay by any Credit card  2 - *Without Credit cad EMI Options*  You have to simply download *Zestmoney*, *EarlySalary* or *Instacred* (for 3 to 12 months EMI) *Epay Later* (for 15 to 30 Days Loan)  app on your mobile and register yourself by  *E-KYC* PAN Card & Adhar Card, Job Salary Slip, Bank Statement on the portal and get spending limit in your wallet than pay at our payment gateway or payment link.  For any help or support on Emi just call us  We Ship In All Over India According to Our Customers Need. अपने ग्राहकों को उनके जरुरत के अनुसार हम होम डिलीवरी की भी सुविधा देते हैं।! FOR CASH ON DELIVERY ALSO AVAILABLE. CASH ON DELIVERY की सुविधा भी उपलब्ध है।!  Please Call for Best Wholesale price Avoid chatting Single Quantity Laptop Also Available Best price Call for more information kindly Don't send the Massage.. Appreciated if you call Rather than Sending    #used #laptop #refurbished #laptop #old #Laptop #used #computer #oldcomputer #refurbishedcomputer #used #desktop #Hp #lenovo #Dell #graphics #intel #Second #hand #economic #Low #Best #Slim #ultrabook #notebook #LapMall #elitebook #latitude #vostro #inspiron #thinkpad #Apple #server #workstation #Macbook #Air #light #less #workstatation #thinkcenter #corei7 #i7 #i5 #i3 #mini #Slim #chromebook #purana",2021-09-17T04:23:30+0000,"₹ 12,500"
Cooler Master V850 Gold v2 PSU,Cooler Master V850 Gold v2 Full-Modular Semi-Fanless 80 Plus Gold Certified Power Supply. Warranty - 10 year Unused,2021-09-17T03:32:26+0000,"₹ 10,000"
"MSI modern 14 with 8GB ram , 512 ssd and with window 10 original",MSI Modern 14 Core i5  10th Gen - 8 GB/512 GB  SSD/Windows 10 Home  Modern 14 B10MW-220IN  Thin and Light Laptop  1.3 kg laptop its like apple,2021-09-17T02:10:47+0000,"₹ 40,000"
Ps4 selling along with games (optional),"Ps4 in mint condition Bought on 2 october 2020 (8 months old) Still in warranty and authorised seller bill available. No scratches at all Games- God of war, horizon zero dawn, uncharted, ratchet and clank, assasins creed odyssey Games price total 4000 Without games ps4 price = 25000 With games ps4 price = 290000",2021-09-18T08:32:39+0000,"₹ 25,000"
Wholesale price laptop all barand,Hp Dell Sony Lenovo Acer,2021-09-18T08:18:35+0000,"₹ 7,500"
Dell latitude core i5 6th Gen,Dell latitude e 7270  core i5 sixth generation  with 8 gb ddr4 ram  256 gb ssd  12.5 screen led webcam  ultra book  light weight  Good battery backup  A+condition,2021-09-18T08:16:59+0000,"₹ 25,700"
Dell core i5 6th Gen laptop,"Dell latitude e7480  core i5 sixth generation  with 8 gb ddr4 ram  256 gb ssd  14""screen led  webcam  ultra book  light weight at",2021-09-18T08:12:53+0000,"₹ 28,999"
Sony vio laptop 16inch,Sony vio laptop original charger good condition 16inch slim laptop 9️⃣6️⃣6️⃣7️⃣4️⃣8️⃣3️⃣6️⃣1️⃣5️⃣,2021-09-18T07:56:55+0000,"₹ 5,300"
HOME DELIVERD (4GB RAM} BRANDED NEW CORE2DUO CPU WITH 1 YEAR WARRANTY.,"BRAND NEW BOX PACKED INTEL CORE2DUO CPU WITH 1 YEAR ALL PARTS WARRANTY.  {GRAPHICS & GAMING CPU IN BUDGET}.  CPU CONFIGURATION:-  1. G41 ASUS BRANDED MOTHERBOARD.  2. INTEL CORE2DUO 3.00GHZ HIGH SPEED PROCESSOR.  3. 2GB GRAPHIC CARD INBUILT IN MOTHERBOARD.  4. 4GB RAM DDR-3 {SAMSUNG}.  5. 500GB HARD DISK {SEAGATE}.  6. WINDOW 7 ULTIMATE 64 BIT & DRIVER / APPLICATION SOFTWARE INSTALLED.  DO YOU WANT {WINDOW 10 AVAILABLE}.,  CASH ON HOME DELIVERY AVAILABLE IN 2 HOURS ON YOUR PLACE {HOME, OFFICE, COMPANY, SHOP, CYBER CAFE, ETC...  SUMIT CHAUHAN  {72919''''63226} CALLING NUMBER.  {88001''''64114} WHATSAPP NUMBER.",2021-09-18T07:43:07+0000,"₹ 6,499"
Hewlett-Packard HP,"URGENT ON SALE !!  HP G60 LAPTOP Processor Intel (R) Celeron(R) RAM 3.00  System type 64 bit operating system capacity storage : 300 (approx)  EVERTHING WORKING ALL GOOD CONDITION   ORGINIAL CHARGER & ORGINAL BATTERY WIT IT.  "" EXTRA BENEFITS IN IT "" * ORGINAL LOGITECH KEYBOARD AND MOUSE WITH IT   "" Interested buyers only ""   It's a limited offer.",2021-09-18T07:29:48+0000,"₹ 7,840"
Computer for sale,Computer with Samsung led monitor and creative sound system About PC - processors Intel i3                     4 Gb DDR3 Ram                     500 gb hardisk                     Intel motherboard,2021-09-18T07:27:53+0000,"₹ 10,000"
Want to sell hard disk 240 gb in vikas puri,Want to sell hard disk 240 gb in  vikas puri,2021-09-18T07:21:31+0000,₹ 700
Lazer machine,"I m selling my lazer machine, 6 months old, new condition",2021-09-18T07:13:53+0000,"₹ 1,00,000"
Lenovo Ideapad laptop,"Laptopv4G Silver color. 15.6"" Screen Windows 10 4G 1TB . Model 80Q7 laptop. Very good condition. Readily available for sale.",2021-09-18T07:03:45+0000,"₹ 24,000"
Lenovo IdeaPad laptop,"Laptop 4G 1 TB 15.6"" , Windows 10 Home Silver color Laptop. Good in condition.  Model 80Q7",2021-09-18T06:58:35+0000,"₹ 25,000"
PAID AFTER DELIVERY {4GB+320GB}INTEL CORE2DUO CPU WITH 1 YEAR WARRANTY,"BRAND NEW BOX PACKED INTEL CORE2DUO CPU WITH 1 YEAR ALL PARTS WARRANTY.  CPU CONFIGURATION:-  1. G41 BRANDED MOTHERBOARD.  2. INTEL CORE2DUO 3.00GHZ HIGH SPEED PROCESSOR.  2GB GRAPHICS MEMORY IN-BUILT MOTHERBOARD.  3. 4GB RAM {SAMSUNG}.  4. 320GB HARD DISK {SEAGATE}.  5. WINDOW 7 ULTIMATE 64 BIT & DRIVER / APPLICATION SOFTWARE INSTALLED.  DO YOU WANT {WINDOW 10 AVAILABLE}.,  CASH ON HOME DELIVERY AVAILABLE IN 2 HOURS ON YOUR PLACE {HOME, OFFICE, COMPANY, SHOP, CYBER CAFE, ETC...  SUMIT CHAUHAN  {72919''''63226} CALLING NUMBER.  {88001''''64114} WHATSAPP NUMBER.",2021-09-18T06:57:30+0000,"₹ 6,499"
Asus laptop,"I want to sale my laptop if someone. Wants to buy so u can call me  Asus  Manufacturer , ASUStek computer inc. Professor , Intel(R) core(TM) i3-7020U CPU 2.30GHz  RAM - 4GB SYSTAM TYPE - 64- Bit operating system x64 - based processor  Totally an used",2021-09-18T05:25:46+0000,"₹ 22,000"
Macbook air 11 inch 2014,Hello  I have mint condition  MacBook Air 11 inch dual core  Neet and clean for any Home  And office work Battery is new,2021-09-18T04:39:52+0000,"₹ 25,000"
Gaming Pc Beast,Ryzen 3 processor  16gb 3000hz corsair ram 250gb ssd 1tb hardisk Rx 570 4gb graphic card Corsair power supply  Corsair cabinet Gaming keyboard and mouse Aoc 21” led  Rgb fans  All boxes available  11 months old  Selling because not using much nowadays,2021-09-18T04:24:01+0000,"₹ 45,000"
For Urgent selling,Hp... Laptop,2021-09-18T04:20:05+0000,"₹ 8,000"
CORE 7TH GEN CORE G3220 COMPUTER PC 4GB DDR3 RAM 320GB HDD 2GB GRAPHIC,HP FULL HD LED 75HZ 17.5 INCH MONITOR INTEL CORE G-3220T PROCESSOR( BETTER THAN i3) 4GB DDR3 RAM 320GB HARD DISK KEYBOARD MOUSE WINDOWS 10 PRO  NOTE: only 2 minor non visible lines on the display and display is in the perfect condition  msg me to buy,2021-09-18T03:52:09+0000,"₹ 8,700"
1050 ti oc addition zotac graphic card in best condition,1050 ti oc addition graphic card in best condition,2021-09-16T05:47:52+0000,"₹ 15,000"
Apple MacBook Air / Pro / Core M Available at best price,"Apple MacBook Air / Pro / Core M / Core M7, Available at best price   Starting From - 23999/-   MacBook Pro A1278  Year - 2011/ 2012   MacBook Pro A1502  Year - 2013, Retina   MacBook Air A1466  Year - 2015/ 2017  MacBook 12-inch Retina Core M  MacBook 12-inch Retina Core M7   MacBook Air 2020 Selaed Pack   With Box / Without Box / Charger And 1 month Warranry   Call What's app or visit for more info   Office Address  Sky infotech india  B block b6 ground floor back side kalkaji",2021-09-16T04:39:30+0000,"₹ 23,999"
DESKTOP HP INTEL i3 GEN/ 4GB RAM /500 GB HDD WITH 15.6 MODAL- 8300/630,"CALL & WHATSUP - 97I63                                    906l4  CONDITION A++ LIKE A NEW BRAND  DESKTOP HP 6300/8300 BRANDED INTEL i3GEN /  4GB RAM /  500 GB HDD WITH  15.6 LED /  KEYBOARD MOUSE  4 PORT USB 3.0  10 USB PORT  WIN -7  ALL SOFTWARE  VGA PORT  CALL NOW - 97163                     906l4  ADD- SECTOR -7 NOIDA PANCHMUKHI  HANUMAN MANDIR  ADD- E414 , NEW ASHOK NAGAR , DELHI  -110096  मोल भाव न करे फिक्स Price शॉप  Call Me For More Info.97I63              9O6I4",2021-09-16T03:27:45+0000,"₹ 10,000"
Asus Laptop,i3 3rd generation  4 gb ram 1 Tb hard disk 15.6 inch display 11 month old Less uses 1 month warranty baaki hai company ki traf se abhi Bill charger laptop..,2021-09-16T03:23:54+0000,"₹ 20,000"
MSI GL65 Leopard,"i7-9750h, 16G, 512GB ssd, gtx 1660ti RGB keyboard 144 hz screen refresh rate Under warranty 1 year and 2 months of warranty remaining Physical condition just like new",2021-09-15T18:21:23+0000,"₹ 60,000"
MSI LAPTOP,"MSI laptop with brand new condition device specigication and window specification are mention in photo. No bargainging,price is negoziable,only interested person contact me.",2021-09-15T16:57:31+0000,"₹ 38,000"
"Lenovo IdeaPad 330, 15.6 inch FHD screen","• Intel core i3 core processor, 7th Generation • 2.4 GHz base speed, 2 cores, 3 MB smart cache • 4 GB RAM, 2 TB Hard-disk • Window 10 install • 15.6 inches screen with (1920 X 1080) full HD display • 2 usb 3.0, 1 type - C (with usb 3.0), 4 in 1 card reader • 100% working  •Date of Purchase : 3rd December 2018  •Bill Available, only Genuine buyers contact me, Time passers stay away.",2021-09-15T16:54:26+0000,"₹ 22,000"
marshall stanmore 2 with alexa,Marshall Bluetooth speaker with wifi and Alexa. Brand new with box pack (sealed). black colour. 4 pc available,2021-09-15T16:19:02+0000,"₹ 32,500"
Aircase signature series laptop bag,Hello guys  I am selling aircase signature laptop bag. Only genuine buyers contact me its a year old but rarely used,2021-09-15T16:03:04+0000,"₹ 1,499"
Lenovo s145 laptop,"8 gb ddr4 ram, 1000 ssd, 120gb m.2 sad i3 10th gen, win+ofc 2019 original 1 warrnty remain",2021-09-15T14:01:51+0000,"₹ 35,000"
D link router 100 mbps,New condition,2021-09-15T13:56:42+0000,₹ 500
5 computer sets,"5 desktop, with completely good condition",2021-09-15T13:03:02+0000,"₹ 30,000"
750 watt deepcool psu,Fully modular 750w 10 year warranty Used for only 3 months,2021-09-15T12:55:02+0000,"₹ 7,200"
Hp elitebook 8460p,Hp elitebook 8460p model 14.0 screen size Core i5 (2nd gen) 4GB Ram DDR3 320GB Hard Disk  3HOURS BATTERY BACKUP  4 USB PORTS  Camera  Bluetooth Fingerprint sensor  all working fine  Reason of sale i have new one,2021-09-15T12:41:34+0000,"₹ 15,500"
Panasonic headphones in mint condition,In mint condition with bill box and only 3-4 months old selling because wamt to purchase airpods.,2021-09-15T11:17:46+0000,"₹ 4,000"
Apple laptop i5 16gb ram,"CEO owned,  never repaired Apple laptop A1278 perfect condition i5 laptop 16 gb ram and 500 gb hdd , perfect cosmetic and working condition",2021-09-15T10:01:07+0000,"₹ 30,000"
Macbook air m1 256gb,India  With bill box all accessories  In warranty  Mint condition,2021-09-15T09:53:36+0000,"₹ 80,000"
